answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
3672;lists;createoradd;"i need to make a list of [list_name : bills that are due]";"i need to make a list of bills that are due";"I need to make a list of bills that are due"
5711;lists;createoradd;"hey put carrots on that";"hey put carrots on that";"hey, put carrots on that."
7224;lists;createoradd;"add a new list";"add a new list";"add a new list"
3670;lists;createoradd;"i want to make this [time : week's] [list_name : shopping] list";"i want to make this week's shopping list";"I want to make this week's shopping list"
16715;lists;createoradd;"include an item to a list";"include an item to a list";"include an item to a list"
18769;lists;createoradd;"please add oranges to my [list_name : grocery] list";"please add oranges to my grocery list";"Please add oranges to my grocery list."
15421;lists;createoradd;"please add deodorant to my [list_name : shopping] list";"please add deodorant to my shopping list";"Please add deodorant to my shopping list."
16093;lists;createoradd;"start creating a new list";"start creating a new list";"Start creating a new list"
15120;lists;createoradd;"create a new list for [list_name : school supplies]";"create a new list for school supplies";"create a new list for school supplies"
15119;lists;createoradd;"make a new list for [list_name : school supplies]";"make a new list for school supplies";"Make a new list for school supplies"
2607;lists;createoradd;"i need to put together a [list_name : todo] list for work";"i need to put together a todo list for work";"I need to put together a todo list for work."
22272;lists;createoradd;"make me a new checklist";"make me a new checklist";"Make me a new checklist."
2694;lists;createoradd;"please put bread on the [list_name : grocery] list";"please put bread on the grocery list";"Please put bread on the grocery list"
9959;lists;createoradd;"add something to my list";"add something to my list";"Add something to my list."
9958;lists;createoradd;"please add an item in my calendar";"please add an item in my calendar";"PDA, please add an item in my calendar."
788;lists;createoradd;"please create a new list";"please create a new list";"Please create a new list"
7223;lists;createoradd;"put pencil on a new [list_name : grocery] list";"put pencil on a new grocery list";"Put pencil on a new grocery list"
14434;lists;createoradd;"please add sugar to my [list_name : grocery] list";"please add sugar to my grocery list";"Please add sugar to my grocery list."
11492;lists;createoradd;"create a playlist";"create a playlist";"Alexa create a new playlist."
