answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
22872;email;query;"check all new emails in my [email_folder : inbox]";"check all new emails in my inbox";"check all new emails in my inbox"
6300;email;query;"any incoming emails in the [time : last five minutes]";"any incoming emails in the last five minutes";"Any incoming emails in the last five minutes?"
23656;email;query;"read me new emails";"read me new emails";"Read me new emails"
9587;email;query;"any new emails for me";"any new emails for me";"Any new emails for me?"
10704;email;query;"what is the email sent by this contact read";"what is the email sent by this contact read";"What is the email sent by this contact read"
11116;email;query;"hey do i have any emails from [person : bob] about the bulldog";"hey do i have any emails from bob about the bulldog";"hey olly. do i have any emails from Bob about the bulldog?"
12850;email;query;"did my [relation : mom] send me an email";"did my mom send me an email";"Did my mom send me an email?"
4578;email;query;"read me new messages from name";"read me new messages from name";"read me new messages from NAME"
18198;email;query;"do i have a new email from [person : eric]";"do i have a new email from eric";"Do I have a new email from Eric?"
25844;email;query;"any important notifications";"any important notifications";"any important notifications."
12777;email;query;"check email client";"check email client";"Check e-mail client"
6478;email;query;"please check email from my [relation : boss]";"please check email from my boss";"Please check email from my boss"
6348;email;query;"let me know of any incoming emails for the [time : last hour] please";"let me know of any incoming emails for the last hour please";"Let me know of any incoming emails for the last hour please."
19908;email;query;"have i received any emails from [relation : my father]";"have i received any emails from my father";"Echo, have I received any emails from my father?"
26787;email;query;"new messages";"new messages";"new messages"
13481;email;query;"what is the latest email from [person : zita]";"what is the latest email from zita";"what is the latest email from xxx"
10978;email;query;"are there any new emails from [person : robert jones]";"are there any new emails from robert jones";"are there any new emails from Robert Jones?"
3101;email;query;"is there any new mail for me";"is there any new mail for me";"is there any new mail for me"
18300;email;query;"beep when i get an email from [person : john]";"beep when i get an email from john";"Beep when I get an email from John"
