answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
7260;email;sendemail;"send email how are you [relation : dad] to [relation : dad]";"send email how are you dad to dad";"send email 'how are you dad?' to dad"
550;email;sendemail;"please send email to [person : pawel] with reminder";"please send email to pawel with reminder";"Please, send email to Pawel with reminder"
4945;email;sendemail;"send an email to [person : jesse]";"send an email to jesse";"PDA send an email to Jesse."
7748;email;sendemail;"reply back to this email";"reply back to this email";"reply back to this email"
24512;email;sendemail;"send email to [person : marissa]";"send email to marissa";"sent email to"
3897;email;sendemail;"email [person : alice] to let her know we are on the way";"email alice to let her know we are on the way";"Olly, email Alice to let her know we are on the way,"
7885;email;sendemail;"reply email to [person : charlotte]";"reply email to charlotte";"Reply email to Charlotte"
13304;email;sendemail;"open a reply message";"open a reply message";"Open a reply message"
23824;email;sendemail;"reply to the email received from [person : mark]";"reply to the email received from mark";"Reply to the email received from Mark"
14264;email;sendemail;"send response i will be there";"send response i will be there";"send response I will be there"
9503;email;sendemail;"send a reply to [person : robert] for his email received [date : today] [timeofday : morning]";"send a reply to robert for his email received today morning";"Send a reply to Robert for his email received today morning."
9013;email;sendemail;"send email to bill asking to reschedule";"send email to bill asking to reschedule";"Send email to Bill asking to reschedule"
19494;email;sendemail;"send message via email";"send message via email";"send message via email"
5298;email;sendemail;"send email to [person : david davis] email address";"send email to david davis email address";"Send email to <email address>"
4548;email;sendemail;"please send a voice mail to [person : mr richard] office about [event_name : meting] him on [date : first of february twenty seventeen] at [time : five pm]";"please send a voice mail to mr richard office about meting him on first of february twenty seventeen at five pm";"Please send a voice mail to Mr. Richard office about meting him on 1/2/2017 at 5 pm."
19277;email;sendemail;"[email_folder : inbox] my [relation : family]";"inbox my family";"inbox my family."
14982;email;sendemail;"prepare to send an outgoing reply message";"prepare to send an outgoing reply message";"Prepare to send an outgoing reply message"
8127;email;sendemail;"send mail to [relation : mom] i am planning vacations with her [date : next week]";"send mail to mom i am planning vacations with her next week";"Send mail to Mom. I am planning vacations with her nest week."
9376;email;sendemail;"send an email to my [relation : wife] about [date : next week] weather";"send an email to my wife about next week weather";"Send an email to my wife about next week weather"
