answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
86;general;repeat;"speak again please.";"speak again please.";"speak again please."
251;general;repeat;"tell me one more time again please.";"tell me one more time again please.";"tell me one more time again please."
481;general;repeat;"i'd like to hear that sentence spoke again.";"i'd like to hear that sentence spoke again.";"i'd like to hear that sentence spoke again."
225;general;repeat;"will you say what you have just said once more please.";"will you say what you have just said once more please.";"will you say what you have just said once more please."
491;general;repeat;"could you say the sentence spoken once again please.";"could you say the sentence spoken once again please.";"could you say the sentence spoken once again please."
188;general;repeat;"what is that one more time.";"what is that one more time.";"what is that one more time."
469;general;repeat;"please let's try it one more time again.";"please let's try it one more time again.";"please let's try it one more time again."
300;general;repeat;"could you speak one more again please.";"could you speak one more again please.";"could you speak one more again please."
497;general;repeat;"retry it please.";"retry it please.";"retry it please."
541;general;repeat;"let's try what you have said again.";"let's try what you have said again.";"let's try what you have said again."
88;general;repeat;"please will you try again.";"please will you try again.";"please will you try again."
147;general;repeat;"please will you reset.";"please will you reset.";"please will you reset."
259;general;repeat;"i would like to hear your last the procedure said again.";"i would like to hear your last the procedure said again.";"i would like to hear your last the procedure said again."
302;general;repeat;"please try what you've just said again.";"please try what you've just said again.";"please try what you've just said again."
62;general;repeat;"can you say what you have said one more again.";"can you say what you have said one more again.";"can you say what you have said one more again."
127;general;repeat;"retry the instruction spoke please.";"retry the instruction spoke please.";"retry the instruction spoke please."
531;general;repeat;"will you retry please.";"will you retry please.";"will you retry please."
221;general;repeat;"could you speak it one more again please.";"could you speak it one more again please.";"could you speak it one more again please."
520;general;repeat;"try it one more time please.";"try it one more time please.";"try it one more time please."
