answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
21529;weather;query;"what's it like outside";"what's it like outside";"What's it like outside?"
22193;weather;query;"is it going to [weather_descriptor : rain] later";"is it going to rain later";"Is it going to rain later?"
21564;weather;query;"what is the weather going to be like on [date : march twentieth two thousand and seventeen]";"what is the weather going to be like on march twentieth two thousand and seventeen";"PDA, What is the weather going to be like on March 20th 2017?"
8425;weather;query;"it is [weather_descriptor : cloudy] [date : today]";"it is cloudy today";"it is cloudy today."
20200;weather;query;"what is [place_name : home town] weather";"what is home town weather";"what is home town weather?"
4857;weather;query;"check and see what will be the weather condition in [place_name : new jersey] at [time : eight am] [date : tomorrow]";"check and see what will be the weather condition in new jersey at eight am tomorrow";"check and see what will be the weather condition in New jersey, at 8 am tommorrow"
14454;weather;query;"how many degrees is it in [place_name : orange tx] right now";"how many degrees is it in orange tx right now";"How many degrees is it in Orange, Tx right now?"
2804;weather;query;"on [date : Tuesday] what is the weather supposed to be";"on Tuesday what is the weather supposed to be";"on Tuesday what is the weather supposed to be"
12862;weather;query;"what will the weather be [date : next week]";"what will the weather be next week";"What will the weather be next week?"
12816;weather;query;"what is the weather forecast for [place_name : chicago]";"what is the weather forecast for chicago";"What is the weather forecast for Chicago?"
17069;weather;query;"is it [weather_descriptor : snowing] in [place_name : seattle]";"is it snowing in seattle";"Is it snowing in Seattle?"
1301;weather;query;"is it [weather_descriptor : raining] now";"is it raining now";"Is it raining now?"
24906;weather;query;"am i going to need a [weather_descriptor : jacket] [date : tomorrow]";"am i going to need a jacket tomorrow";"Ok Google, Am I going to need a jacket [date : tomorrow]"
4840;weather;query;"how is the weather likely to be [date : this week]";"how is the weather likely to be this week";"How is the weather likely to be this week?"
2108;weather;query;"is it [weather_descriptor : sunny] in [place_name : gonbad] now";"is it sunny in gonbad now";"is it {raining, sunny, etc. condition here} in {location} /here/ now?"
19399;weather;query;"what is the weather in [place_name : utah]";"what is the weather in utah";"what is the weather in utah"
13160;weather;query;"what's the weather in [place_name : toronto] [date : today]";"what's the weather in toronto today";"What's the weather in Toronto today"
25094;weather;query;"[place_name : home town] weather";"home town weather";"home town weather"
24383;weather;query;"shall i change my car tyres to [weather_descriptor : snow tyres] soon";"shall i change my car tyres to snow tyres soon";"shall i change my car tyres to snow tyres soon?"
