answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
21832;calendar;remove;"please delete next [event_name : meeting] with [person : rajesh]";"please delete next meeting with rajesh";"Please delete next meeting with Rajesh."
13938;calendar;remove;"remove meeting for [date : wednesday] [timeofday : morning]";"remove meeting for wednesday morning";"Remove meeting for Wednesday morning"
638;calendar;remove;"dismiss my next event";"dismiss my next event";"Dismiss my next event"
25467;calendar;remove;"give some of delete in [date : today] events";"give some of delete in today events";"GIVE SOME OF DELETE IN TODAY EVENTS"
4069;calendar;remove;"remove my [event_name : car payment] on the [date : fifteenth] from my calendar";"remove my car payment on the fifteenth from my calendar";"Remove my car payment on the 15th from my calendar."
2006;calendar;remove;"delete the next event in the calendar";"delete the next event in the calendar";"delete the next event in the calendar"
8994;calendar;remove;"cancel all [event_name : meetings] for [date : today]";"cancel all meetings for today";"cancel all meetings for today"
12685;calendar;remove;"clear all events from [date : march seven]";"clear all events from march seven";"PDA, clear all events from March 7."
16602;calendar;remove;"remove my calendar event at [time : one pm] [date : today]";"remove my calendar event at one pm today";"Remove my calendar event at 1:00 PM today."
20704;calendar;remove;"please remove the [event_name : appointment] which i have made with [person : mrjim]";"please remove the appointment which i have made with mrjim";"PLEASE REMOVE THE APPOINTMENT WHICH I HAVE MADE WITH MR.JIM."
18452;calendar;remove;"can you remove that on my calendar";"can you remove that on my calendar";"Can you remove that on my calendar"
12122;calendar;remove;"please delete my [meal_type : lunch] date from the [date : march twenty third] schedule";"please delete my lunch date from the march twenty third schedule";"Olly, please delete my lunch date from the March 23rd schedule."
14597;calendar;remove;"list all events and delete";"list all events and delete";"list all events and delete"
25466;calendar;remove;"delete all details in event";"delete all details in event";"DELETE ALL DETAILS IN EVENT"
11140;calendar;remove;"take out event from calendar";"take out event from calendar";"Take out event from calendar"
6210;calendar;remove;"delete my calendar";"delete my calendar";"Delete my calendar."
13497;calendar;remove;"change the plan of [event_name : meeting]";"change the plan of meeting";"change the plan of xxx"
8378;calendar;remove;"delete all [event_name : appointments] for [date : tomorrow]";"delete all appointments for tomorrow";"Delete all appointments for tomorrow"
12687;calendar;remove;"erase my [event_name : appointment] for [date : march seven]";"erase my appointment for march seven";"PDA, erase my appointment for March 7."
