answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
27027;general;quirky;"what is your prescription for long and healthy life";"what is your prescription for long and healthy life";"what is your prescription for long and healthy life?"
19130;general;quirky;"what are the details on [event_name : umf]";"what are the details on umf";"What are the details on UMF"
5019;general;quirky;"explain quantum physics to me in language i understand";"explain quantum physics to me in language i understand";"Explain quantum physics to me in language I understand."
6406;general;quirky;"journal entry for [date : today]";"journal entry for today";"Journal entry for today (user begins telling about day here)"
20264;general;quirky;"are you happy [date : today]";"are you happy today";"Are you happy today?"
3056;general;quirky;"do i need my tire pressure checked";"do i need my tire pressure checked";"do i need my tire pressure checked"
17722;general;quirky;"can you tell me a little about yourself";"can you tell me a little about yourself";"Can you tell me a little about yourself?"
23847;general;quirky;"amazon deals";"amazon deals";"Amazon deals"
14134;general;quirky;"hey whatsapp";"hey whatsapp";"Hey whatsapp"
14245;general;quirky;"i took my truck to the shop";"i took my truck to the shop";"i took my truck to the shop"
27046;general;quirky;"check the status of my power usage";"check the status of my power usage";"Check the status of my power usage"
null;general;quirky;"see you";"see you";"xxx"
20265;general;quirky;"has it been a busy day";"has it been a busy day";"Has it been a busy day?"
11854;general;quirky;"what's next";"what's next";"Olly, what's next?"
24902;general;quirky;"recent advice concerning google seo";"recent advice concerning google seo";"Recent advice concerning Google SEO"
14052;general;quirky;"please tell me who is going to win the nba championship";"please tell me who is going to win the nba championship";"Please tell me who is going to win the NBA championsip"
7989;general;quirky;"find recent events of the celebrity";"find recent events of the celebrity";"find recent events of the celebrity"
18599;general;quirky;"horoscope";"horoscope";"Horoscope"
5395;general;quirky;"[date : today] i had a record breaking sale";"today i had a record breaking sale";"Olly, today I had a record breaking sale!"
