answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
22229;qa;maths;"what is six minus four";"what is six minus four";"What is 6-4?"
4844;qa;maths;"are you solve my math";"are you solve my math";"ARE YOU SOLVE MY MATH ?"
8967;qa;maths;"find the sum of thirteen and fourteen";"find the sum of thirteen and fourteen";"Find the sum of 13 and 14."
3000;qa;maths;"four divided by two equals two";"four divided by two equals two";"4/2=2"
9811;qa;maths;"i need to figure out this percentage";"i need to figure out this percentage";"I need to figure out this percentage."
21652;qa;maths;"answer for three times four";"answer for three times four";"answer for 3x4"
3395;qa;maths;"what is zero divided by zero";"what is zero divided by zero";"what is 0/0?"
15512;qa;maths;"if i have fifty dollars and spend twenty four how many dollars will i have left";"if i have fifty dollars and spend twenty four how many dollars will i have left";"If I have fifty dollars and spend twenty four, how many dollars will I have left?"
12394;qa;maths;"tell me the answer for two plus two";"tell me the answer for two plus two";"tell me the answer for 2 + 2"
3824;qa;maths;"what is twenty percent of one hundred and fifty";"what is twenty percent of one hundred and fifty";"What is 20 percent of 150"
25920;qa;maths;"what is the result of one hundred minus fifty";"what is the result of one hundred minus fifty";"What is the result of 100 minus 50?"
15511;qa;maths;"what is the answer to dollars minus dollars";"what is the answer to dollars minus dollars";"What is the answer to $12.95 minus $7.50?"
21450;qa;maths;"what is the sum of fifteen ninety nine dollars and six sixty five dollars";"what is the sum of fifteen ninety nine dollars and six sixty five dollars";"What is the sum of $15.99 and $6.65?"
19355;qa;maths;"could you calculate five plus five";"could you calculate five plus five";"could you  calculate 5 + 5?"
