answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
10131;takeaway;query;"does it offer [food_type : pick up]";"does it offer pick up";"Does it offer pick up?"
8503;takeaway;query;"does [business_name : peking garden] [order_type : deliver]";"does peking garden deliver";"Does Peking Garden deliver?"
10690;takeaway;query;"what is the status of last [order_type : take away] order";"what is the status of last take away order";"what is the stauts of last take away order"
11630;takeaway;query;"can i get [order_type : delivery] from [business_name : dominos]";"can i get delivery from dominos";"Can I get delivery from dominos?"
25178;takeaway;query;"when is my food going to be here";"when is my food going to be here";"When is my food going to be here?"
86;takeaway;query;"i want some [food_type : curry] to go any recommendations";"i want some curry to go any recommendations";"i want some curry to go, any recommendations olly?"
11248;takeaway;query;"does the [business_type : restaurant] have [order_type : delivery]";"does the restaurant have delivery";"Does the restaurant have delivery?"
18090;takeaway;query;"will the [food_type : pizza] be here soon";"will the pizza be here soon";"Will the pizza be here soon?"
17346;takeaway;query;"is [business_name : fongs] dine in only";"is fongs dine in only";"Is Fongs dine in only?"
5413;takeaway;query;"does [business_name : panda garden] [order_type : deliver]";"does panda garden deliver";"Olly, does Panda Garden deliver?"
19175;takeaway;query;"does the [business_type : restaurant] have [order_type : carryout]";"does the restaurant have carryout";"Does the restaurant have carryout?"
627;takeaway;query;"whats with my dinner order";"whats with my dinner order";"whats with my dinner order?"
26623;takeaway;query;"status for the [food_type : pizza] [order_type : delivery] from [business_name : pizza hut]";"status for the pizza delivery from pizza hut";"Status for the pizza delivery from Pizza Hut"
10130;takeaway;query;"do they have [food_type : takeout]";"do they have takeout";"Do they have takeout?"
7182;takeaway;query;"please could you tell me if [business_name : george's geek] [business_type : restaurant] can i order [order_type : takeaway] from there";"please could you tell me if george's geek restaurant can i order takeaway from there";"Please could you tell me if George's Geek restaurant, can I order takeaway from there?"
9696;takeaway;query;"where can i order [order_type : takeout]";"where can i order takeout";"WHERE CAN I ORDER TAKEOUT?"
12435;takeaway;query;"does [business_name : shibaru sushi] deliver";"does shibaru sushi deliver";"Olly, does Shibaru Sushi deliver?"
5414;takeaway;query;"does [business_name : pizza hut] have [order_type : delivery]";"does pizza hut have delivery";"Does Pizza Hut have delivery?"
11725;takeaway;query;"does [food_type : chinese] deliver";"does chinese deliver";"Olly, does Chinese deliver?"
