answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
11979;transport;query;"is the [transport_type : train] time to a location long";"is the train time to a location long";"Is the train time to a location long"
12120;transport;query;"what is the fastest way to get to [business_name : starbucks]";"what is the fastest way to get to starbucks";"what is the fastest way to get to starbucks"
15849;transport;query;"can you see if there any trains going to";"can you see if there any trains going to";"can you see if there any trains going to..."
7582;transport;query;"what time does the [transport_type : train] departs [place_name : lagos]";"what time does the train departs lagos";"What time does the train departs Lagos?"
9180;transport;query;"how long is the [transport_type : walk] from [place_name : nyack] to [place_name : valley cottage]";"how long is the walk from nyack to valley cottage";"How long is the walk from Nyack to Valley cottage"
27105;transport;query;"calculate the travel time if i go to [place_name : orlando] by train";"calculate the travel time if i go to orlando by train";"Calculate the travel time if I go to orlando by train."
19191;transport;query;"find a [transport_type : train] going from [place_name : prague] to [place_name : brno]";"find a train going from prague to brno";"Find a train going from Prague to Brno"
15715;transport;query;"price of [transport_type : train] ticket from [place_name : delhi] to [place_name : mumbai]";"price of train ticket from delhi to mumbai";"Price of train ticket from delhi to mumbai"
18263;transport;query;"please give me directions to a [place_name : park] near me";"please give me directions to a park near me";"Please give me directions to a park  near me"
6906;transport;query;"what are the prices to get to [place_name : chicago] on a [transport_type : train] book the cheapest one";"what are the prices to get to chicago on a train book the cheapest one";"What are the prices to get to Chicago on a train? Book the cheapest one."
22805;transport;query;"what time does the [transport_type : train] to place leave";"what time does the train to place leave";"What time does the train to place leave?"
18340;transport;query;"can i get the directions to the nearest [business_type : bar]";"can i get the directions to the nearest bar";"Can i get the directions to the nearest bar."
5336;transport;query;"when is the next [transport_type : train] to [place_name : b street]";"when is the next train to b street";"When is the next train to B street?"
14710;transport;query;"when is the next [transport_type : train] leaving for [place_name : austin]";"when is the next train leaving for austin";"When is the next train leaving for Austin"
7201;transport;query;"show me [date : today] [transport_type : train] time of kalka at [place_name : jodhpur]";"show me today train time of kalka at jodhpur";"Show me today train time of kalka at Jodhpur."
20171;transport;query;"what time does the [transport_type : train] arrive";"what time does the train arrive";"what time does the train arrive?"
4349;transport;query;"is there a [transport_type : train] from [place_name : philadelphia] to [place_name : new york] city at [timeofday : noon]";"is there a train from philadelphia to new york city at noon";"Is there a train from Philadelphia to New York City at noon?"
12204;transport;query;"what is the time of the [timeofday : morning] [transport_type : train] headed to [place_name : chicago]";"what is the time of the morning train headed to chicago";"what is the time of the morning train headed to Chicago"
10424;transport;query;"where is the closest [food_type : mexican] [business_type : restaurant]";"where is the closest mexican restaurant";"Where is the closest Mexican restaurant?"
