answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
9196;transport;traffic;"traffic status please";"traffic status please";"Traffic status please"
18307;transport;traffic;"road traffic";"road traffic";"road traffic"
11741;transport;traffic;"are there any roadblocks";"are there any roadblocks";"Are there any roadblocks, olly?"
2709;transport;traffic;"is there any construction on [place_name : route sixty six]";"is there any construction on route sixty six";"Is there any construction on route 66?"
18309;transport;traffic;"fast road to get home";"fast road to get home";"fast road to get home"
4762;transport;traffic;"how is the traffic presently near [place_name : central park road]";"how is the traffic presently near central park road";"How is the traffic presently near Central park road."
25677;transport;traffic;"traffic congestion issues";"traffic congestion issues";"Traffic congestion issues."
15718;transport;traffic;"current traffic conditions";"current traffic conditions";"Current traffic conditions."
15300;transport;traffic;"are there any delays in traffic [date : today]";"are there any delays in traffic today";"Are there any delays in traffic today?"
3119;transport;traffic;"give me the update on traffic at [place_name : new york]";"give me the update on traffic at new york";"give me the update on traffic at new york"
12694;transport;traffic;"how is the traffic";"how is the traffic";"How is the traffic?"
23488;transport;traffic;"let me know about current traffic in [place_name : carmen drive]";"let me know about current traffic in carmen drive";"Let me know about current traffic in Carmen Drive"
13992;transport;traffic;"what is the latest traffic report for [place_name : miami]";"what is the latest traffic report for miami";"What is the latest traffic report for Miami."
14716;transport;traffic;"what does the traffic look like headed to [place_name : la]";"what does the traffic look like headed to la";"What does the traffic look like headed to LAX?"
16529;transport;traffic;"how congested is the traffic on my way to work";"how congested is the traffic on my way to work";"How congested is the traffic on my way to work?"
12360;transport;traffic;"how long will it take to drive to [place_name : long beach]";"how long will it take to drive to long beach";"how long will it take to drive to long beach"
16950;transport;traffic;"how is traffic over the donner summit now";"how is traffic over the donner summit now";"How is traffic over the Donner Summit now?"
2328;transport;traffic;"is there traffic right now in [place_name : maiden lane]";"is there traffic right now in maiden lane";"Is there traffic right now in Maiden lane?"
14858;transport;traffic;"how's are the roads looking right now";"how's are the roads looking right now";"How's are the roads looking right now?"
