answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
3828;lists;query;"what lists are available";"what lists are available";"what lists are available?"
15006;lists;query;"do i have anything on my [list_name : to do] list";"do i have anything on my to do list";"Do I have anything on my to-do list?"
16652;lists;query;"what's the next thing on my list of [list_name : appointments]";"what's the next thing on my list of appointments";"What's the next thing on my list of appointments?"
789;lists;query;"what's on my list";"what's on my list";"What's on my list?"
20900;lists;query;"tell me items that are on my [list_name : shopping] list";"tell me items that are on my shopping list";"Tell me items that are on my shopping list"
9525;lists;query;"what items did i plan to [list_name : buy]";"what items did i plan to buy";"What items did I plan to buy?"
10371;lists;query;"tell me the name of my lists";"tell me the name of my lists";"Tell me the name of my lists"
10277;lists;query;"what items are on my [list_name : shopping] list";"what items are on my shopping list";"What items are on my shopping list?"
7422;lists;query;"provide what is there on the list";"provide what is there on the list";"Provide what is there on the list"
4933;lists;query;"what do i have on my [list_name : shopping] list";"what do i have on my shopping list";"PDA what do I have on my shopping list?"
14487;lists;query;"what is on my playlist of movies on the the dvr";"what is on my playlist of movies on the the dvr";"What is on my playlist of movies on the the DVR?"
15010;lists;query;"what lists do you have on you right now";"what lists do you have on you right now";"What lists do you have on you right now?"
9908;lists;query;"what do i need to pick up at the [place_name : grocery store]";"what do i need to pick up at the grocery store";"What do I need to pick up at the grocery store?"
8530;lists;query;"what lists do i have queried";"what lists do i have queried";"What lists do I have queried?"
15399;lists;query;"let me know the list";"let me know the list";"Let me know the list."
15398;lists;query;"tell me what is in your list";"tell me what is in your list";"Tell me what is in your list."
9751;lists;query;"show me my lists";"show me my lists";"Show me my lists"
14558;lists;query;"can you tell me what list i have";"can you tell me what list i have";"can you tell me what list i have?"
25146;lists;query;"refresh my list and tell me whats on it";"refresh my list and tell me whats on it";"alexa refresh my list and tell me whats on it"
