answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
23309;qa;definition;"definition for [definition_word : object name]";"definition for object name";"definition for object name"
19289;qa;definition;"what is the definition of [definition_word : problematic]";"what is the definition of problematic";"What is the definition of Problematic?"
14166;qa;definition;"please search for this word";"please search for this word";"please search for this word"
21062;qa;definition;"describe [definition_word : blanket]";"describe blanket";"describe blanket"
25164;qa;definition;"[definition_word : pontificate] definition";"pontificate definition";"alexa pontificate definition."
26874;qa;definition;"define the word [definition_word : novel]";"define the word novel";"Olly, define the word 'novel'."
20440;qa;definition;"what is [definition_word : laptop]";"what is laptop";"What is laptop"
26708;qa;definition;"describe a [definition_word : fifty inch smart tv]";"describe a fifty inch smart tv";"Describe a fifty inch smart TV."
8387;qa;definition;"what does the word labyrinth mean";"what does the word labyrinth mean";"What does the word labyrinth mean?"
15966;qa;definition;"what does it mean to be [definition_word : overbearing]";"what does it mean to be overbearing";"What does it mean to be overbearing?"
16843;qa;definition;"describe [definition_word : the statue of liberty]";"describe the statue of liberty";"Describe the Statue of Liberty."
11452;qa;definition;"define [definition_word : swerving]";"define swerving";"Define swerving."
26561;qa;definition;"what is [definition_word : computer]";"what is computer";"Alexa, what is computer?"
7553;qa;definition;"what is [definition_word : hurricane]";"what is hurricane";"What is hurricane"
7554;qa;definition;"tell me all about [definition_word : hurricane]";"tell me all about hurricane";"Tell me all about hurricane"
27413;qa;definition;"what does [definition_word : speaker] mean";"what does speaker mean";"What does speaker mean?"
22788;qa;definition;"look up word";"look up word";"Look up word"
6343;qa;definition;"what is the definition of [definition_word : session]";"what is the definition of session";"What is the definition of session"
25404;qa;definition;"describe a [definition_word : workhouse] for me";"describe a workhouse for me";"Describe a workhouse for me."
