answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
25206;play;radio;"turn on [radio_name : pdr am]";"turn on pdr am";"alexa turn on PDR AM."
8495;play;radio;"i'd like to listen to [radio_name : ninety nine point five]";"i'd like to listen to ninety nine point five";"I'd like to listen to 99 (point) 5"
23067;play;radio;"let's have the radio on";"let's have the radio on";"Let's have the radio on."
26747;play;radio;"can you find the the preacher joe show on [radio_name : gospel radio]";"can you find the the preacher joe show on gospel radio";"Can you find the the Preacher Joe show on Gospel radio?"
27013;play;radio;"play [radio_name : radio station]";"play radio station";"Play radio, station 97.9fm"
3832;play;radio;"ally please play [app_name : pandora] radio";"ally please play pandora radio";"Ally, please play Pandora radio."
26231;play;radio;"put the news on [radio_name : bbc]";"put the news on bbc";"Put the news on, BBC."
21434;play;radio;"please find the radio station currently playing howard stern";"please find the radio station currently playing howard stern";"Please find the radio station currently playing howard stern"
22600;play;radio;"go to the station [radio_name : fm ninety six point five]";"go to the station fm ninety six point five";"Go the the station FM 96.5"
21270;play;radio;"lets hear [radio_name : wgrr one hundred and three point five]";"lets hear wgrr one hundred and three point five";"Olly, Lets hear WGRR 103.5"
16176;play;radio;"play [radio_name : radio disney]";"play radio disney";"Play Radio Disney"
14546;play;radio;"i want you to go to [radio_name : hot one hundred and five] on the radio";"i want you to go to hot one hundred and five on the radio";"I want you to go to hot 105 on the radio."
9783;play;radio;"play [media_type : tunes]";"play tunes";"Play tunes"
4952;play;radio;"on the radio it is time for good [media_type : music]";"on the radio it is time for good music";"ON THE RADIO, IT IS TIME FOR GOOD MUSIC."
8673;play;radio;"radio [radio_name : one thousand and twenty seven]";"radio one thousand and twenty seven";"radio 102.7"
20362;play;radio;"play the [radio_name : breakfast club]";"play the breakfast club";"Play the Breakfast Club."
27145;play;radio;"play [app_name : netflix] on my [device_type : ps four]";"play netflix on my ps four";"Olly, play netflix on my ps4."
20364;play;radio;"play [radio_name : power one oh two point three]";"play power one oh two point three";"Play Power 102.3."
23820;play;radio;"play [radio_name : station gx] in the radio";"play station gx in the radio";"Play station gx in the radio"
