answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
5807;alarm;remove;"change the alarm weekly settings";"change the alarm weekly settings";"Change the alarm weekly settings"
12103;alarm;remove;"remove my early alarms";"remove my early alarms";"remove my early alarms"
3738;alarm;remove;"please remove my alarm";"please remove my alarm";"please remove my alarm"
3683;alarm;remove;"turn off the [time : six am] alarm for [date : Wednesday]";"turn off the six am alarm for Wednesday";"Turn off the 6AM alarm for Wednesday"
22212;alarm;remove;"get rid of the [time : five pm] alarm";"get rid of the five pm alarm";"Get rid of the 5 pm alarm."
2174;alarm;remove;"disable the first alarm";"disable the first alarm";"Disable the first alarm"
11867;alarm;remove;"i would like this alarm permanently removed";"i would like this alarm permanently removed";"I would like this alarm permanently removed"
20573;alarm;remove;"remove all alarms if any";"remove all alarms if any";"remove all alarms if any"
14373;alarm;remove;"i no longer need the daily [time : five pm] alarm";"i no longer need the daily five pm alarm";"I no longer need the daily 5pm alarm."
15934;alarm;remove;"remove the alarm set for [time : four hundred am]";"remove the alarm set for four hundred am";"Remove the alarm set for 4:00 am."
560;alarm;remove;"stop [time : seven am] alarm";"stop seven am alarm";"Stop 7am alarm"
