answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
415;general;confirm;"would you please check and confirm detail.";"would you please check and confirm detail.";"would you please check and confirm detail."
275;general;confirm;"did you get the instruction correctly?";"did you get the instruction correctly?";"did you get the instruction correctly?"
70;general;confirm;"would you please check it.";"would you please check it.";"would you please check it."
527;general;confirm;"confirm detail please.";"confirm detail please.";"confirm detail please."
208;general;confirm;"check last thing i said.";"check last thing i said.";"check last thing i said."
438;general;confirm;"check what just said please.";"check what just said please.";"check what just said please."
505;general;confirm;"check question.";"check question.";"check question."
25;general;confirm;"i like you confirm last thing said please.";"i like you confirm last thing said please.";"i like you confirm last thing said please."
279;general;confirm;"i like you confirm details please.";"i like you confirm details please.";"i like you confirm details please."
36;general;confirm;"check and confirm last thing said please.";"check and confirm last thing said please.";"check and confirm last thing said please."
131;general;confirm;"would you check and confirm last thing said please.";"would you check and confirm last thing said please.";"would you check and confirm last thing said please."
201;general;confirm;"would you check my last question please.";"would you check my last question please.";"would you check my last question please."
390;general;confirm;"will you confirm that please.";"will you confirm that please.";"will you confirm that please."
365;general;confirm;"could you please confirm what i just said.";"could you please confirm what i just said.";"could you please confirm what i just said."
100;general;confirm;"i'd like you to confirm that please.";"i'd like you to confirm that please.";"i'd like you to confirm that please."
231;general;confirm;"will you check what i said please.";"will you check what i said please.";"will you check what i said please."
135;general;confirm;"could you check that please.";"could you check that please.";"could you check that please."
480;general;confirm;"please will you check details.";"please will you check details.";"please will you check details."
523;general;confirm;"please will you confirm the last thing said.";"please will you confirm the last thing said.";"please will you confirm the last thing said."
