answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
7615;datetime;query;"tell me current time";"tell me current time";"Tell me current time"
21764;datetime;query;"can you tell me the time at [place_name : san francisco]";"can you tell me the time at san francisco";"can you tell me the time at san francisco"
23965;datetime;query;"[date : may twenty two] is my [event_name : birthdate] and i want to know the what day is [date : twenty third may]";"may twenty two is my birthdate and i want to know the what day is twenty third may";"May 22 is my birthdate and i want to know the what day is 23rd may"
12588;datetime;query;"report the time in [place_name : miami]";"report the time in miami";"Report the time in Miami."
16117;datetime;query;"whats the time now";"whats the time now";"Whats the time now?"
4389;datetime;query;"what is the current time in [place_name : lagos nigeria]";"what is the current time in lagos nigeria";"What is the current time in Lagos, Nigeria."
19818;datetime;query;"when is [date : the third monday of this month]";"when is the third monday of this month";"When is the third Monday of this month?"
8806;datetime;query;"what's [date : today] date";"what's today date";"what's today date ?"
4854;datetime;query;"please give me the time";"please give me the time";"PDA please give me the time."
19616;datetime;query;"what is [date : today's] day";"what is today's day";"what is today's day"
5032;datetime;query;"[date : today] is [date : monday] is it";"today is monday is it";"TODAY IS MONDAY, IS IT ?"
12996;datetime;query;"what day of the week does the [date : twenty second] fall on [date : this month]";"what day of the week does the twenty second fall on this month";"What day of the week does the 22nd fall on this Month?"
19569;datetime;query;"what is the date and month [date : today]";"what is the date and month today";"what is the date and month today"
12682;datetime;query;"what is the date for next [date : tuesday]";"what is the date for next tuesday";"What is the date for next Tuesday?"
16248;datetime;query;"what time is it on the [time_zone : east coast] of the [place_name : united states]";"what time is it on the east coast of the united states";"What time is it on the East Coast of the United States?"
16669;datetime;query;"what time is it in [place_name : england]";"what time is it in england";"What time is it in England?"
22708;datetime;query;"tell me the current time in [place_name : san paulo] [place_name : brazil]";"tell me the current time in san paulo brazil";"Tell me the current time in San Paulo Brazil?"
22160;datetime;query;"what is the time in [place_name : canada] now";"what is the time in canada now";"What is the time in Canada now ?"
25299;datetime;query;"[date : date] in [place_name : new york]";"date in new york";"date in new york"
