answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
22844;transport;traffic;"what is the status quo for traffic right now";"what is the status quo for traffic right now";"what is the status quo for traffic right now"
21370;transport;traffic;"what is current traffic in [place_name : ohio]";"what is current traffic in ohio";"what is current traffic in ohio"
13990;transport;traffic;"please give me the road forecast for i95 sb";"please give me the road forecast for i95 sb";"Please give me the road forecast for I95 SB."
2327;transport;traffic;"how is the traffic situation in [place_name : houston street]";"how is the traffic situation in houston street";"How is the traffic situation in Houston street?"
1335;transport;traffic;"what is traffic to work now";"what is traffic to work now";"What is traffic to work now?"
11740;transport;traffic;"what's traffic likexchange on [place_name : four hundred and forty one]";"what's traffic likexchange on four hundred and forty one";"Olly, what's traffic likexchange on 441?"
16538;transport;traffic;"is there heavy traffic on the [place_name : I fifteen] in [place_name : las vegas] right now";"is there heavy traffic on the I fifteen in las vegas right now";"Is there heavy traffic on the I-15 in Las Vegas right now?"
9680;transport;traffic;"what is the traffic situation at the [place_name : bazaar highway]";"what is the traffic situation at the bazaar highway";"What is the traffic situation at the bazaar highway"
17486;transport;traffic;"what is the traffic like now";"what is the traffic like now";"What is the traffic like now."
2474;transport;traffic;"how much traffic is there right now in [place_name : bowery street]";"how much traffic is there right now in bowery street";"How much traffic is there right now in Bowery street?"
17487;transport;traffic;"what are the traffic conditions currently";"what are the traffic conditions currently";"What are the traffic conditions currently."
6161;transport;traffic;"are there any traffic restrictions due to the president's visit";"are there any traffic restrictions due to the president's visit";"Are there any traffic restrictions due to the President's visit?"
16539;transport;traffic;"how heavy is the traffic on the [place_name : i fifteen] in [place_name : las vegas] [time : this hour]";"how heavy is the traffic on the i fifteen in las vegas this hour";"How heavy is the traffic on the I-15 in Las Vegas this hour?"
2360;transport;traffic;"how bad is the traffic near the [place_name : airport]";"how bad is the traffic near the airport";"how bad is the traffic near the airport?"
12358;transport;traffic;"what's the traffic on the [place_name : one hundred and one]";"what's the traffic on the one hundred and one";"what's the traffic on the 101"
13247;transport;traffic;"is there traffic";"is there traffic";"Is there traffic?"
16588;transport;traffic;"what does the traffic look like on my usual route to work";"what does the traffic look like on my usual route to work";"What does the traffic look like on my usual route to work?"
7183;transport;traffic;"in [place_name : delhi] traffic level too high";"in delhi traffic level too high";"In delhi traffic level too high"
19291;transport;traffic;"Show me a traffic map from [place_name : kamycka] to [place_name : dejvicka]";"Show me a traffic map from kamycka to dejvicka";"Show me a traffic map from Kamycka to Dejvicka"
