answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
13737;recommendation;events;"can you tell me about any local events coming up";"can you tell me about any local events coming up";"Can you tell me about any local events coming up?"
25026;recommendation;events;"search events and meetups for [place_name : central park west]";"search events and meetups for central park west";"Olly search events and meetups for Central park West"
9129;recommendation;events;"which [event_name : book fair] events are taking place [date : next week] in [place_name : washington dc]";"which book fair events are taking place next week in washington dc";"Which book fair events are taking place next week in Washington D.C.?"
13923;recommendation;events;"any [event_name : festivals] in town at this time or in the [date : coming week]";"any festivals in town at this time or in the coming week";"Any festivals in town at this time or in the coming week?"
759;recommendation;events;"what's around [timeofday : tonight]";"what's around tonight";"What's around tonight?"
15579;recommendation;events;"any local activities you can recommend in my area";"any local activities you can recommend in my area";"Any local activities you can recommend in my area?"
7291;recommendation;events;"please show me best [event_name : run] program in [place_name : jodhpur]";"please show me best run program in jodhpur";"Please show me best run program in Jodhpur"
20613;recommendation;events;"show [date : todays] events in [place_name : ny]";"show todays events in ny";"Show todays events in NY"
22243;recommendation;events;"are there any events going on nearby";"are there any events going on nearby";"Are there any events going on nearby?"
7530;recommendation;events;"what is happening now";"what is happening now";"what is happening now?"
13277;recommendation;events;"what is open late in [place_name : la]";"what is open late in la";"What is open late in L.A?"
22580;recommendation;events;"when does [business_name : panama city mall] open";"when does panama city mall open";"Olly, when does Panama City Mall open?"
4922;recommendation;events;"tell me about the events going on around my location";"tell me about the events going on around my location";"Tell me about the events going on around my location"
5325;recommendation;events;"show me [event_name : concerts] in [place_name : sacramento]";"show me concerts in sacramento";"Show me concerts in Sacramento"
9481;recommendation;events;"what is this event is called which happening my area";"what is this event is called which happening my area";"what is this event is called ?which happening my area"
13736;recommendation;events;"are there any events happening [date : this weekend]";"are there any events happening this weekend";"Are there any events happening this weekend?"
17193;recommendation;events;"anything unique to do in the city [date : today]";"anything unique to do in the city today";"Anything unique to do in the city today?"
13383;recommendation;events;"what can i do in [place_name : charlotte]";"what can i do in charlotte";"What can I do in Charlotte?"
14242;recommendation;events;"what's going on around here [date : this weekend]";"what's going on around here this weekend";"olly what's going on around here this weekend"
