answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
17766;weather;query;"show me [date : this week's] forecast";"show me this week's forecast";"show me this week's forecast"
20909;weather;query;"do i need to carry [weather_descriptor : umbrella] for [timeofday : evening]";"do i need to carry umbrella for evening";"do i need to carry umbrella for evening"
10899;weather;query;"is it colder than [date : yesterday]";"is it colder than yesterday";"Is it colder than yesterday?"
24586;weather;query;"weather like";"weather like";"weather like"
15983;weather;query;"will there be [weather_descriptor : snow] [date : this week]";"will there be snow this week";"Will there be snow this week?"
17482;weather;query;"will i be able to get away with [weather_descriptor : shorts] [date : today]";"will i be able to get away with shorts today";"Will I be able to get away with shorts today?"
2748;weather;query;"is there any chances of [weather_descriptor : rain] [date : this week]";"is there any chances of rain this week";"Is there any chances of rain this week."
25369;weather;query;"do i need [weather_descriptor : boots] [date : today]";"do i need boots today";"do i need boots today"
9063;weather;query;"has the weather changed for [date : wednesday] at all";"has the weather changed for wednesday at all";"Has the weather changed for Wednesday at all?"
18955;weather;query;"what's the current [weather_descriptor : temperature] outside";"what's the current temperature outside";"what's the current temperature outside"
25093;weather;query;"weather in [place_name : home town]";"weather in home town";"weather in home town"
5263;weather;query;"what will the weather be like [date : this week]";"what will the weather be like this week";"What will the weather be like this week?"
20203;weather;query;"what is the weather for [date : this week]";"what is the weather for this week";"What is the weather for this week?"
10472;weather;query;"current weather forecast";"current weather forecast";"Current weather forecast?"
13162;weather;query;"what is [date : today's] weather forecast";"what is today's weather forecast";"What is today's weather forecast?"
11392;weather;query;"how is weather on such and such day";"how is weather on such and such day";"How is weather on such and such day."
22381;weather;query;"am i going to [weather_descriptor : swim or work] [date : today]";"am i going to swim or work today";"Am I going to swim to work today?"
4679;weather;query;"what is the weather update for [date : tuesday]";"what is the weather update for tuesday";"what is the weather update for tuesday"
26902;weather;query;"is it going to be [weather_descriptor : cloudy] in [place_name : london] during the [date : weekend]";"is it going to be cloudy in london during the weekend";"is it going to be cloudy in London during the weekend?"
