answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
2308;audio;volume_up;"raise volume";"raise volume";"Raise volume"
18695;audio;volume_up;"hey sound is low can you tune it up";"hey sound is low can you tune it up";"Hey PDA, sound is low can u tune it up?"
20975;audio;volume_up;"turn up speakers";"turn up speakers";"Turn up speakers"
11284;audio;volume_up;"increase the volume [change_amount : to seventy percent]";"increase the volume to seventy percent";"Increase the volume to seventy percent."
19188;audio;volume_up;"i need the volume to be louder";"i need the volume to be louder";"I need the volume to be (louder/quieter)"
7060;audio;volume_up;"increase the volume of the music [change_amount : to ninety]";"increase the volume of the music to ninety";"Increase the volume of the music to 90"
14237;audio;volume_up;"unmute the speaker now";"unmute the speaker now";"Unmute the speaker now"
5116;audio;volume_up;"please increase volume";"please increase volume";"Please increase volume"
null;audio;volume_up;"could you speak [change_amount : more softly]";"could you speak more softly";"null"
15392;audio;volume_up;"i want volume on my speakers";"i want volume on my speakers";"I want max volume on my speakers"
5879;audio;volume_up;"raise the volume [change_amount : to sixty]";"raise the volume to sixty";"Raise the volume to 60"
17276;audio;volume_up;"unmute";"unmute";"unmute"
3200;audio;volume_up;"increase the volume so that i can hear it in other room";"increase the volume so that i can hear it in other room";"Increase the volume so that i can hear it in other room"
