answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
7827;music;query;"is that the song from [artist_name : spectre]";"is that the song from spectre";"Is that the song from Spectre?"
23439;music;query;"tell me the details of the music playing";"tell me the details of the music playing";"tell me  the details of the music playing"
10384;music;query;"tell me the artist name";"tell me the artist name";"Tell me the artist name"
14431;music;query;"what type of music do i enjoy";"what type of music do i enjoy";"What type of music do I enjoy?"
721;music;query;"tell me the name of the song";"tell me the name of the song";"Tell me the name of the song?"
14433;music;query;"what are my favorite types of music";"what are my favorite types of music";"What are my favorite types of music?"
4443;music;query;"do i have any music by [artist_name : lady antebellum]";"do i have any music by lady antebellum";"Do I have any music by Lady Antebellum?"
12657;music;query;"give me some [artist_name : bowie]";"give me some bowie";"PDA, give me some Bowie."
8769;music;query;"[song_name : hotel california] is sung by whom";"hotel california is sung by whom";"Hotel California is sung by whom?"
10778;music;query;"tell me the name of this song";"tell me the name of this song";"Tell me the name of this song."
1838;music;query;"what the singer meant by the title of the song [song_name : bohemian rhapsody]";"what the singer meant by the title of the song bohemian rhapsody";"What the singer meant by the title of the song Bohemian Rhapsody?"
16610;music;query;"tell me the music that is playing";"tell me the music that is playing";"Tell me the music that is playing."
17772;music;query;"which song is this one";"which song is this one";"Which song is this one?"
13985;music;query;"when was this song first recorded";"when was this song first recorded";"when was this song first recorded?"
21989;music;query;"whats the name of the current song";"whats the name of the current song";"whats the name of the current song?"
22080;music;query;"please show me detail of previous played song";"please show me detail of previous played song";"Please show me detail of prvious played song."
13730;music;query;"what kind of music do you think i like";"what kind of music do you think i like";"What kind of music do you think I like?"
11897;music;query;"can you pull up information on the singer of this song";"can you pull up information on the singer of this song";"Can you pull up information on the singer(s) of this song?"
5964;music;query;"recommend songs based on my playlist";"recommend songs based on my playlist";"Recommend songs based on my playlist?"
