answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
9253;iot;coffee;"could you fix me some coffee";"could you fix me some coffee";"Olly could you fix me some coffee"
13418;iot;coffee;"make me coffee in [time : five minutes]";"make me coffee in five minutes";"make me coffee in 5 minutes"
13627;iot;coffee;"make me a cup of coffee";"make me a cup of coffee";"Olly make me a cup of coffee"
15341;iot;coffee;"make a coffee";"make a coffee";"Make a coffee"
20128;iot;coffee;"can you please make a coffee";"can you please make a coffee";"can u please make a cofee"
22999;iot;coffee;"prepare a coffee";"prepare a coffee";"prepare a coffee"
3071;iot;coffee;"prepare coffee";"prepare coffee";"prepare coffee"
14091;iot;coffee;"i want coffee";"i want coffee";"I want coffee."
6026;iot;coffee;"turn on the [device_type : coffee pot]";"turn on the coffee pot";"Turn on the coffee pot."
19956;iot;coffee;"prepare a cup of coffee for me";"prepare a cup of coffee for me";"Prepare a cup of coffee for me."
12913;iot;coffee;"please set my [device_type : coffee machine] to start at [time : four pm] time";"please set my coffee machine to start at four pm time";"Please set my coffee machine to start at x time?"
10089;iot;coffee;"how do i set the timer on my [device_type : coffee machine]";"how do i set the timer on my coffee machine";"PDA, how do I set the timer on my coffee machine?"
7608;iot;coffee;"want to wake up can you order a [coffee_type : cappochino]";"want to wake up can you order a cappochino";"Want to wake up can u order a caffechino"
14762;iot;coffee;"brew a pot of coffee";"brew a pot of coffee";"Olly, brew a pot of coffee."
11603;iot;coffee;"can you begin the brew";"can you begin the brew";"Olly, can you begin the brew?"
773;iot;coffee;"i fancy some coffee now";"i fancy some coffee now";"I fancy some coffee now"
25641;iot;coffee;"make a coffee please";"make a coffee please";"Make a coffee please."
11098;iot;coffee;"please make ke a coffee";"please make ke a coffee";"Olly please make ke a coffee"
17760;iot;coffee;"please make some coffee for me";"please make some coffee for me";"Please make some coffee for me."
