answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
7181;takeaway;query;"does [date : fridays] do [order_type : takeaway]";"does fridays do takeaway";"PDA does Fridays do takeaway."
16801;takeaway;query;"does [business_name : arby's] do [order_type : takeaway]";"does arby's do takeaway";"does Arby's do takeaway"
3860;takeaway;query;"does [business_name : pf changs] accept [order_type : takeout] orders";"does pf changs accept takeout orders";"Does PF Changs accept takeout orders?"
13028;takeaway;query;"is there [order_type : takeaway] at [business_name : donut junction]";"is there takeaway at donut junction";"Is there takeaway at Donut Junction"
25523;takeaway;query;"any [business_type : restaurant] in the beautiful";"any restaurant in the beautiful";"ANY RESTAURANT IN THE BEAUTIFULL"
22035;takeaway;query;"will the [business_type : restaurant] [order_type : deliver] the order";"will the restaurant deliver the order";"Will the restaurant deliver the order ?"
2044;takeaway;query;"find out if the [business_type : restaurant] does [order_type : takeaway] orders";"find out if the restaurant does takeaway orders";"find out if the restaurant does takeaway orders"
18088;takeaway;query;"when is [business_name : taco bell] going to arrive";"when is taco bell going to arrive";"When is Taco Bell going to arrive?"
25005;takeaway;query;"do you serve for home [order_type : delivery]";"do you serve for home delivery";"do you serve for home delivery?"
8253;takeaway;query;"can it [order_type : takeaway] from [business_name : ammi biryani]";"can it takeaway from ammi biryani";"can it takeaway from ammi biryani."
3398;takeaway;query;"which [business_type : restaurants] offer [order_type : take out] food";"which restaurants offer take out food";"which restaurants offer take out food?"
10165;takeaway;query;"what is the status on my latest order";"what is the status on my latest order";"What is the status on my latest order?"
10584;takeaway;query;"tell me the soup of the day at [business_name : panera bread] [business_type : restaurant]";"tell me the soup of the day at panera bread restaurant";"Tell me the soup of the day at Panera Bread Restaurant"
17923;takeaway;query;"does that [business_type : restaurant] deliver";"does that restaurant deliver";"Does that restaurant deliver?"
8344;takeaway;query;"current status of [order_type : take out] order";"current status of take out order";"Current status of take out order"
26228;takeaway;query;"when can i pick up my [food_type : chinese] food";"when can i pick up my chinese food";"When can i pick up my chinese food?"
11729;takeaway;query;"take out available [business_name : louies]";"take out available louies";"Take out available, Louies"
8345;takeaway;query;"where is my food";"where is my food";"Where is my food"
8724;takeaway;query;"is [meal_type : dinner] ready yet";"is dinner ready yet";"is dinner ready yet?"
