answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
15917;qa;stock;"what's my stock fluctuations";"what's my stock fluctuations";"What's my stock fluctuations?"
17540;qa;stock;"what is the daily price of [business_name : johnson and johnson] stock";"what is the daily price of johnson and johnson stock";"What is the daily price of johnson and johnson stock"
16083;qa;stock;"display stock price for [business_name : lexmark] international";"display stock price for lexmark international";"Display stock price for Lexmark International."
20062;qa;stock;"stock price for [business_name : apple]";"stock price for apple";"stock price for apple"
22363;qa;stock;"what is the value of the [currency_name : yen] right now";"what is the value of the yen right now";"What is the value of the Yen right now?"
22123;qa;stock;"[business_name : google] stock symbol";"google stock symbol";"Google stock symbol"
27285;qa;stock;"tell me about the stock for [business_name : shell]";"tell me about the stock for shell";"Tell me about the stock for X."
19120;qa;stock;"what is the stock price of [business_name : amazon]";"what is the stock price of amazon";"what is the stock price of amazon."
24068;qa;stock;"[business_name : google] stock price";"google stock price";"Google stock price"
18605;qa;stock;"i want to know the stocks of [business_name : amazon]";"i want to know the stocks of amazon";"I want to know the stocks of Amazon"
21233;qa;stock;"could you give me the exact rate for dow nifty futures";"could you give me the exact rate for dow nifty futures";"COULD YOU GIVE ME THE EXACT RATE FOR DOW NIFTY FUTURES."
24658;qa;stock;"give me the opening stock price of [business_name : acer] computers";"give me the opening stock price of acer computers";"Give me the opening stock price of Acer computers"
22637;qa;stock;"how effective will be to buy [business_name : nike] stock";"how effective will be to buy nike stock";"How effective will be to buy NIKE stock"
8139;qa;stock;"tell me which mutual funds have maximum yearly returns";"tell me which mutual funds have maximum yearly returns";"Tell me which mutual funds have maximum yearly returns"
23886;qa;stock;"update me on stock price of this company stock";"update me on stock price of this company stock";"update me on stock price of this company stock"
24660;qa;stock;"give me the opening stock price of [business_name : sony]";"give me the opening stock price of sony";"Give me the opening stock price of Sony"
22396;qa;stock;"show me share price of [business_name : amazon]";"show me share price of amazon";"show me share price of amazon."
23388;qa;stock;"detail for stock price";"detail for stock price";"detail for stock price"
22922;qa;stock;"how much is [business_name : apple] stock worth";"how much is apple stock worth";"How much is Apple stock worth?"
