answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
23467;iot;hue_lightup;"more bright";"more bright";"more bright"
24353;iot;hue_lightup;"brighten the light of [house_place : hall]";"brighten the light of hall";"brighten the light of hall"
18945;iot;hue_lightup;"please turn the lights brighter";"please turn the lights brighter";"Please turn the lights brighter."
5339;iot;hue_lightup;"please raise the light i am not comfortable at this";"please raise the light i am not comfortable at this";"PLZ RAISE THE LIGHT, I AM NOT COMFORTABLE AT THIS."
25412;iot;hue_lightup;"increase light intensity";"increase light intensity";"Increase light intensity."
11009;iot;hue_lightup;"brighten lights in [house_place : living room]";"brighten lights in living room";"brighten lights in living room"
12952;iot;hue_lightup;"can you turn the lights up";"can you turn the lights up";"Can you turn the lights up?"
13502;iot;hue_lightup;"brighter";"brighter";"brighter"
5660;iot;hue_lightup;"brighten up the room";"brighten up the room";"Brighten up the room"
13208;iot;hue_lightup;"can we turn up the lights";"can we turn up the lights";"Can we turn up the lights?"
3019;iot;hue_lightup;"please brighten the [house_place : room]";"please brighten the room";"please brighten the room"
3583;iot;hue_lightup;"brighten lights";"brighten lights";"Brighten lights"
15691;iot;hue_lightup;"please turn up the lights in this room";"please turn up the lights in this room";"Please turn up the lights in this room."
8467;iot;hue_lightup;"i want more light";"i want more light";"i want more light."
