answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
8643;play;radio;"open [radio_name : fm]";"open fm";"open fm"
17146;play;radio;"play [radio_name : npr] on this station";"play npr on this station";"play npr on this station"
19479;play;radio;"can you please turn on [radio_name : npr] where i am";"can you please turn on npr where i am";"Can you please turn on NPR where I am?"
21583;play;radio;"play the radio station [radio_name : rock one hundred and eight]";"play the radio station rock one hundred and eight";"PDA, Play the radio station Rock 108"
27421;play;radio;"play [radio_name : radio one]";"play radio one";"Play WXYZ."
15947;play;radio;"hey olly play the radio";"hey olly play the radio";"hey siri play the radio"
17459;play;radio;"open [app_name : sirius] app and play the [radio_name : classical channel]";"open sirius app and play the classical channel";"Open Sirius app and play the classical channel"
16079;play;radio;"activate radio and tune into [radio_name : nine hundred and eighty nine]";"activate radio and tune into nine hundred and eighty nine";"Activate radio and tune into 989"
7619;play;radio;"look for a radio station called [radio_name : rhythm] on the frequency one";"look for a radio station called rhythm on the frequency one";"Look for a radio station called rhythm on the frequency 100.1"
12771;play;radio;"[radio_name : eight hundred and eighty nine fm] please";"eight hundred and eighty nine fm please";"88.9 FM please"
18388;play;radio;"play [radio_name : rush limbaugh] on [radio_name : ninety seven fm]";"play rush limbaugh on ninety seven fm";"Play Rush Limbaugh on 97X."
23109;play;radio;"find radio";"find radio";"find radio"
25936;play;radio;"play by favorite radio station";"play by favorite radio station";"Play by favorite radio station."
12349;play;radio;"i want to listen some music play a radio station";"i want to listen some music play a radio station";"I want to listen some music, play a radio station"
15007;play;radio;"i want to listen to the radio";"i want to listen to the radio";"I want to listen to the radio"
10387;play;radio;"start the radio now";"start the radio now";"Start the radio now"
11137;play;radio;"play [radio_name : hot ninety seven]";"play hot ninety seven";"Play Hot 97."
22085;play;radio;"channel [radio_name : seventy two point five]";"channel seventy two point five";"Channel X"
10949;play;radio;"turn on radio now";"turn on radio now";"Turn on radio now."
