answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
12128;general;quirky;"i bought [event_name : pre season baseball] tickets";"i bought pre season baseball tickets";"I bought pre-season baseball tickets."
5440;general;quirky;"tell me more about that [event_name : concert]";"tell me more about that concert";"Tell me more about that concert"
19302;general;quirky;"did [person : ashwin] joined [event_name : party] [date : yesterday]";"did ashwin joined party yesterday";"Did Ashwin joined party yesterday?"
9522;general;quirky;"i would like my to write original romantic messages for my [relation : wife]";"i would like my to write original romantic messages for my wife";"I would like my PDA to write original romantic messages for my wife."
3626;general;quirky;"[date : today] wore me out";"today wore me out";"Olly, today wore me out"
8390;general;quirky;"what is your mother language";"what is your mother language";"what is your mother language?"
25339;general;quirky;"the meaning of life";"the meaning of life";"The meaning of life."
7687;general;quirky;"how does production and population affects us";"how does production and population affects us";"How does production and population affects us?"
17723;general;quirky;"what's your favorite color";"what's your favorite color";"What's your favorite color?"
6084;general;quirky;"drive the car and bring my friends over";"drive the car and bring my friends over";"Drive the car and bring my friends over"
null;general;quirky;"your birth date";"your birth date";"xxx"
12054;general;quirky;"can you tell me how to measure my shoe size";"can you tell me how to measure my shoe size";"Can you tell me how to measure my shoe size?"
27340;general;quirky;"please check this info on geographics for me";"please check this info on geographics for me";"PDA please check this info on geographics for me"
16336;general;quirky;"my day was so busy";"my day was so busy";"My day was so busy"
26547;general;quirky;"life";"life";"Life"
26147;general;quirky;"could you manipulate roip for me";"could you manipulate roip for me";"Could you manipulate roip for me"
20410;general;quirky;"tell me your answer";"tell me your answer";"Tell me your answer"
16338;general;quirky;"my day was great";"my day was great";"My day was great"
22993;general;quirky;"are you human";"are you human";"are you human?"
