answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
16225;iot;coffee;"make me some coffee from the [device_type : coffee machine]";"make me some coffee from the coffee machine";"Olly, make me some coffee from the coffee machiine"
10436;iot;coffee;"please make me some coffee";"please make me some coffee";"Please make me some coffee"
6583;iot;coffee;"i want a coffee now";"i want a coffee now";"I want a coffee now."
17247;iot;coffee;"start the [device_type : coffee machine] at [time : three]";"start the coffee machine at three";"Start the coffee machine at three."
15789;iot;coffee;"activate [device_type : coffee machine]";"activate coffee machine";"Activate coffee machine."
25689;iot;coffee;"turn on [device_type : coffee machine] and make a pot of coffee";"turn on coffee machine and make a pot of coffee";"Turn on coffee machine and make a pot of coffee."
22318;iot;coffee;"make some coffee";"make some coffee";"Make some coffee."
13568;iot;coffee;"please make a coffee for me";"please make a coffee for me";"please make a coffee for me"
4447;iot;coffee;"i'd like an [coffee_type : espresso]";"i'd like an espresso";"Olly, I'd like an espresso."
25032;iot;coffee;"[coffee_type : double cappuccino small] please";"double cappuccino small please";"Olly, Double cappuccino small, please."
14089;iot;coffee;"make me coffee";"make me coffee";"Make me coffee."
11254;iot;coffee;"i want the [device_type : coffee machine] to make me coffee";"i want the coffee machine to make me coffee";"I want the coffee machine to make me coffee."
20463;iot;coffee;"brew coffee";"brew coffee";"Olly, brew coffee"
7607;iot;coffee;"order one coffee from nearest [business_type : coffee shop]";"order one coffee from nearest coffee shop";"Order 1 coffee from nearest coffee shop"
6027;iot;coffee;"order a [coffee_type : latte] from [business_name : starbucks]";"order a latte from starbucks";"Order a latte from Starbucks."
23000;iot;coffee;"i want to drink coffee";"i want to drink coffee";"I want to drink cofee"
8320;iot;coffee;"start making some coffee";"start making some coffee";"Start making some coffee"
12309;iot;coffee;"do a coffee for me please";"do a coffee for me please";"Do a coffee for me please"
6504;iot;coffee;"start coffee";"start coffee";"Start coffee."
