answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
21032;play;podcasts;"please [player_setting : continue] with the [podcast_descriptor : next podcast] episode";"please continue with the next podcast episode";"Please continue with the next podcast episode"
6139;play;podcasts;"please start the podcast";"please start the podcast";"Please start the podcast"
10576;play;podcasts;"play stuff you should know";"play stuff you should know";"Play stuff you should know"
10682;play;podcasts;"please play the [podcast_descriptor : next episode]";"please play the next episode";"Please play the next episode"
21663;play;podcasts;"play the podcast of [podcast_name : barack obama] saved in device";"play the podcast of barack obama saved in device";"Olly play the podcast of barack obama saved in device"
3502;play;podcasts;"play that podcast i was [podcast_descriptor : listening to yesterday]";"play that podcast i was listening to yesterday";"Play that podcast I was listening to yesterday."
3422;play;podcasts;"play latest [podcast_name : reason] podcast";"play latest reason podcast";"play latest reason podcast"
6411;play;podcasts;"start playlist for podcast";"start playlist for podcast";"Start playlist for podcast"
14655;play;podcasts;"go back";"go back";"Go back"
6887;play;podcasts;"start the podcast over that i [podcast_descriptor : started last night]";"start the podcast over that i started last night";"Olly, start the podcast over that I started last night."
26026;play;podcasts;"play me the [podcast_name : bbc radio] podcast";"play me the bbc radio podcast";"Play me the BBC radio podcast."
8958;play;podcasts;"play [podcast_name : compassionate cook] episode twenty three";"play compassionate cook episode twenty three";"Play Compassionate Cook episode 23"
14503;play;podcasts;"i want to listen to the podcast of the super bowl [date : this past year]";"i want to listen to the podcast of the super bowl this past year";"I want to listen to the podcast of the Super bowl this past year."
15380;play;podcasts;"play [date : today's] podcast from the mi";"play today's podcast from the mi";"Play today's podcast from The Mix."
19469;play;podcasts;"find me the latest podcast about [podcast_descriptor : president trump and his immigration ban]";"find me the latest podcast about president trump and his immigration ban";"Find me the latest podcast about President Trump and his immigration ban."
13815;play;podcasts;"i'd like to continue to the [podcast_descriptor : next episode]";"i'd like to continue to the next episode";"I'd like to continue to the next episode."
11311;play;podcasts;"please play the [podcast_descriptor : next episode] in the podcast";"please play the next episode in the podcast";"Please play the next episode in the podcast?"
12093;play;podcasts;"start playing my most played podcast";"start playing my most played podcast";"start playing my most played podcast"
5782;play;podcasts;"[podcast_descriptor : next episode] please";"next episode please";"Next episode please."
