answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
11339;iot;cleaning;"please start the [device_type : vacuum cleaner]";"please start the vacuum cleaner";"please start the vacuum cleaner"
12909;iot;cleaning;"can you set the [device_type : vacuum] to start cleaning at [time : ten am] time";"can you set the vacuum to start cleaning at ten am time";"Can you set the vacuum to start cleaning at x time?"
3713;iot;cleaning;"will you have the [device_type : vacuum] start cleaning";"will you have the vacuum start cleaning";"Will you have the vacuum start cleaning?"
2880;iot;cleaning;"i need you to turn on the [device_type : vacuum cleaner]";"i need you to turn on the vacuum cleaner";"i need you to turn on the vacuum cleaner"
27243;iot;cleaning;"clean the [house_place : floor]";"clean the floor";"Clean the floor."
19717;iot;cleaning;"[device_type : vacuum] [house_place : living room]";"vacuum living room";"Vacuum living room."
15172;iot;cleaning;"please start the [device_type : vacuum]";"please start the vacuum";"Please start the vacuum."
8023;iot;cleaning;"clean my [house_place : house]";"clean my house";"Clean my house"
13167;iot;cleaning;"vacuum the [house_place : dining room]";"vacuum the dining room";"Vacuum the dining room"
609;iot;cleaning;"hey start [device_type : vacuum cleaner robot]";"hey start vacuum cleaner robot";"Hey, start vacuum cleaner robot"
1902;iot;cleaning;"turn on the [device_type : vacuum cleaner]";"turn on the vacuum cleaner";"Turn on the vacuum cleaner"
53;iot;cleaning;"hoover the [house_place : hallway]";"hoover the hallway";"hoover the hallway"
24107;iot;cleaning;"start [house_place : house cleaning]";"start house cleaning";"Start house cleaning."
21699;iot;cleaning;"hey go from off to on my [device_type : vacuum] in [time : five minutes]";"hey go from off to on my vacuum in five minutes";"Hey go from off to ON my vaccuum in 5 minutes"
10504;iot;cleaning;"please start [device_type : vacuum]";"please start vacuum";"Please start vacuum"
23221;iot;cleaning;"on [device_type : vacuum cleaner]";"on vacuum cleaner";"on vacuum cleaner"
