answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
13949;email;querycontact;"is this the correct area code for my [relation : boss]";"is this the correct area code for my boss";"Is this the correct area code for my boss?"
23008;email;querycontact;"tell contact [personal_info : mobile number]";"tell contact mobile number";"tell contact mobile number"
13433;email;querycontact;"can you tell me the contact information of jo";"can you tell me the contact information of jo";"can u tell me the contact information of jo"
19958;email;querycontact;"[person : jay's] [personal_info : phone number]";"jay's phone number";"Jay's phone number"
16241;email;querycontact;"is [person : bills] [personal_info : house number] in my contacts";"is bills house number in my contacts";"Is Bills house number in my contacts?"
18436;email;querycontact;"please open my [list_name : contact list]";"please open my contact list";"Please open my contact list"
17993;email;querycontact;"what is [person : amber stevens] address it is in my contacts";"what is amber stevens address it is in my contacts";"What is Amber stevens address, it is in my contacts?"
4707;email;querycontact;"please check and tell me where is the [personal_info : location] of [person : toms] [personal_info : new business]";"please check and tell me where is the location of toms new business";"Please check and tell me where is the location of Toms new business."
8610;email;querycontact;"tell me about [person : mary s.] in my contacts";"tell me about mary s. in my contacts";"Tell me about Mary S in my contacts"
8701;email;querycontact;"is it anyone i knows [event_name : birthday] [date : this month]";"is it anyone i knows birthday this month";"is it anyone I knows birthday this month?"
3343;email;querycontact;"when is [person : john's] [event_name : birthday]";"when is john's birthday";"when is john's birthday?"
12063;email;querycontact;"do i have any missed call from [person : patrick]";"do i have any missed call from patrick";"Do I have any missed call from Patrick"
11853;email;querycontact;"how can i contact this person";"how can i contact this person";"How can I contact this person?"
9056;email;querycontact;"how [personal_info : old] is [person : joanne]";"how old is joanne";"How old is Joanne"
23010;email;querycontact;"provide contact [personal_info : location]";"provide contact location";"provide contact location"
21591;email;querycontact;"can you please give me [person : john's] [personal_info : email]";"can you please give me john's email";"Can you please give me John's email?"
13434;email;querycontact;"can you tell me the phone number of me";"can you tell me the phone number of me";"can u tell me the phone number of me"
3344;email;querycontact;"what is [person : john's] [personal_info : last name]";"what is john's last name";"what is john's last name?"
4705;email;querycontact;"please check and tell me [personal_info : contact details] of [person : mongomery llc company]";"please check and tell me contact details of mongomery llc company";"Please check and tell me contact details of Mongomery LLc company"
