answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
16418;recommendation;locations;"where's the closest zoo to where i'm at";"where's the closest zoo to where i'm at";"Olly, where's the closest zoo to where I'm at?"
16599;recommendation;locations;"where can i shop around here";"where can i shop around here";"Where can I shop around here?"
7776;recommendation;locations;"any good [business_type : bike shops] in [place_name : oxford]";"any good bike shops in oxford";"Any good bike shops in Oxford?"
22014;recommendation;locations;"where can i go shopping here";"where can i go shopping here";"Where can I go shopping here?"
12447;recommendation;locations;"tell me what is the nicest place to go";"tell me what is the nicest place to go";"tell me what is the nicest place to go"
1934;recommendation;locations;"is there any [business_type : grocery] nearby";"is there any grocery nearby";"is there any grocery nearby?"
12001;recommendation;locations;"where is a nearby [business_type : park] where i can go running";"where is a nearby park where i can go running";"Olly where is a nearby park where I can go running?"
17585;recommendation;locations;"show me all the shops that i can find in [place_name : milan]";"show me all the shops that i can find in milan";"Show me all the shops that I can find in Milan"
14120;recommendation;locations;"find local shops";"find local shops";"find local shops"
7437;recommendation;locations;"help me locate a shop that [business_type : sells clothes for classy ladies]";"help me locate a shop that sells clothes for classy ladies";"Help me locate a shop that sells clothes for classy ladies."
15531;recommendation;locations;"what [business_type : train companies] are near me";"what train companies are near me";"what train companies are near me"
16808;recommendation;locations;"i need a good [business_type : shop]";"i need a good shop";"I need a good shop"
18291;recommendation;locations;"please give me all [business_type : shop] names in a two mile radius";"please give me all shop names in a two mile radius";"Please give me all shop names in a 2 mile radius"
17584;recommendation;locations;"which shops can i find in [place_name : milan]";"which shops can i find in milan";"Which shops can I find in Milan?"
14988;recommendation;locations;"please find the most popular [business_type : store] in the area";"please find the most popular store in the area";"Please find the most popular store in the area."
26612;recommendation;locations;"i need a place that will deliver [food_type : pizza] to me in [place_name : benton ar]";"i need a place that will deliver pizza to me in benton ar";"i need a place that will deliver pizza to me in Benton AR"
2054;recommendation;locations;"[business_type : wine shop]";"wine shop";"wine shop"
15117;recommendation;locations;"can you tell me about expensive [food_type : sushi] [business_type : restaurants] in [place_name : west philadelphia]";"can you tell me about expensive sushi restaurants in west philadelphia";"Can you tell me about expensive sushi restaurants in West Philadelphia?"
5823;recommendation;locations;"where is the nearest [business_type : smoke shop]";"where is the nearest smoke shop";"Where is the nearest smoke shop"
