answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
296;general;repeat;"what is that once again.";"what is that once again.";"what is that once again."
66;general;repeat;"would you try the last one spoken one more time again please.";"would you try the last one spoken one more time again please.";"would you try the last one spoken one more time again please."
46;general;repeat;"let us try it one more again please.";"let us try it one more again please.";"let us try it one more again please."
461;general;repeat;"say again.";"say again.";"say again."
446;general;repeat;"i want to hear what i've said again.";"i want to hear what i've said again.";"i want to hear what i've said again."
571;general;repeat;"start over.";"start over.";"start over."
521;general;repeat;"please would you speak one more again.";"please would you speak one more again.";"please would you speak one more again."
146;general;repeat;"i want to hear what you have said again.";"i want to hear what you have said again.";"i want to hear what you have said again."
141;general;repeat;"can you say one more again.";"can you say one more again.";"can you say one more again."
399;general;repeat;"let us do it again.";"let us do it again.";"let us do it again."
514;general;repeat;"say what you've said one more time again please.";"say what you've said one more time again please.";"say what you've said one more time again please."
111;general;repeat;"repeat that.";"repeat that.";"repeat that."
477;general;repeat;"stop and start over.";"stop and start over.";"stop and start over."
484;general;repeat;"would you tell me what i said one more time again.";"would you tell me what i said one more time again.";"would you tell me what i said one more time again."
425;general;repeat;"please could you replay.";"please could you replay.";"please could you replay."
272;general;repeat;"please would you tell me one more time again.";"please would you tell me one more time again.";"please would you tell me one more time again."
181;general;repeat;"could you speak the last utterance said once more.";"could you speak the last utterance said once more.";"could you speak the last utterance said once more."
148;general;repeat;"i need to hear again.";"i need to hear again.";"i need to hear again."
229;general;repeat;"would you replay please.";"would you replay please.";"would you replay please."
