answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
26472;play;audiobook;"[player_setting : resume] [audiobook_name : mind reading book]";"resume mind reading book";"Resume mind reading book."
20054;play;audiobook;"[player_setting : resume] [audiobook_name : harry potter book five]";"resume harry potter book five";"resume harry potter book 5"
17159;play;audiobook;"[player_setting : resume] audiobook";"resume audiobook";"resume audiobook"
22249;play;audiobook;"[player_setting : resume] last played [media_type : audiobook]";"resume last played audiobook";"resume last played audiobook"
22462;play;audiobook;"[player_setting : resume] [audiobook_name : inkheart]";"resume inkheart";"Resume Inkheart"
27350;play;audiobook;"play this [media_type : audiobook]";"play this audiobook";"PDA play this audiobook"
22440;play;audiobook;"play [media_type : audiobook] where we left off";"play audiobook where we left off";"play audiobook where we left off"
26901;play;audiobook;"open [audiobook_name : the two towers]";"open the two towers";"Olly, Open 'The Two Towers'"
20569;play;audiobook;"play the [audiobook_name : davinci code]";"play the davinci code";"Play The Davinci Code"
26157;play;audiobook;"please play back some important points summary";"please play back some important points summary";"please play back some important points summary."
22461;play;audiobook;"[player_setting : start] my [media_type : audio book] from where i left off";"start my audio book from where i left off";"Start my audio book from where I left off."
22464;play;audiobook;"play [audiobook_name : the circle]";"play the circle";"Play The Circle"
22250;play;audiobook;"play [media_type : audiobook] of [audiobook_name : jacob]";"play audiobook of jacob";"play audiobook of jacob"
24812;play;audiobook;"can you [player_setting : continue] [media_type : audiobook] [audiobook_name : the circle]";"can you continue audiobook the circle";"Ok Google, can you continue audiobook {title}"
22438;play;audiobook;"please [player_setting : continue reading] [media_type : audiobook]";"please continue reading audiobook";"PLease continue reading audiobook"
23901;play;audiobook;"base on my [media_type : audiobook] [list_name : collection] get me recommendation related [media_type : audio book] i should listen get and play me the resume";"base on my audiobook collection get me recommendation related audio book i should listen get and play me the resume";"Base on my audiobook collection, get me recommendation related audio-book I should listen, get and play me the resume."
22335;play;audiobook;"[player_setting : resume] [audiobook_name : story]";"resume story";"Resume story"
24691;play;audiobook;"book [audiobook_name : swan] play";"book swan play";"book xy play"
15903;play;audiobook;"i want to listen to [audiobook_name : be more chill] by [audiobook_author : ned vizzini]";"i want to listen to be more chill by ned vizzini";"I want to listen to Be More Chill by Ned Vizzini."
