answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
570;general;praise;"that's cool,, olly.";"that's cool,, olly.";"that's cool,, olly."
210;general;praise;"ah that's awesome work.";"ah that's awesome work.";"ah that's awesome work."
444;general;praise;"it's fantastic, musch appreciated.";"it's fantastic, musch appreciated.";"it's fantastic, musch appreciated."
302;general;praise;"you helped a lot, musch appreciated, olly.";"you helped a lot, musch appreciated, olly.";"you helped a lot, musch appreciated, olly."
125;general;praise;"thanks for reminding me, olly.";"thanks for reminding me, olly.";"thanks for reminding me, olly."
171;general;praise;"well done, musch appreciated.";"well done, musch appreciated.";"well done, musch appreciated."
223;general;praise;"you are smart, olly.";"you are smart, olly.";"you are smart, olly."
161;general;praise;"you've done that right, olly.";"you've done that right, olly.";"you've done that right, olly."
448;general;praise;"it's useful, thank you.";"it's useful, thank you.";"it's useful, thank you."
353;general;praise;"it was cool, i appreciate it.";"it was cool, i appreciate it.";"it was cool, i appreciate it."
449;general;praise;"musch appreciated, that's good.";"musch appreciated, that's good.";"musch appreciated, that's good."
572;general;praise;"appreciated, that's nice.";"appreciated, that's nice.";"appreciated, that's nice."
391;general;praise;"wonderful work, you did well, olly.";"wonderful work, you did well, olly.";"wonderful work, you did well, olly."
19;general;praise;"you did awesome work,.";"you did awesome work,.";"you did awesome work,."
659;general;praise;"you've done it right thanks.";"you've done it right thanks.";"you've done it right thanks."
184;general;praise;"thanks for the helping, olly.";"thanks for the helping, olly.";"thanks for the helping, olly."
392;general;praise;"it's helpful, musch appreciated, olly.";"it's helpful, musch appreciated, olly.";"it's helpful, musch appreciated, olly."
231;general;praise;"perfect job, you have done well.";"perfect job, you have done well.";"perfect job, you have done well."
500;general;praise;"it was nice job, thank you so much.";"it was nice job, thank you so much.";"it was nice job, thank you so much."
