answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
78;general;praise;"you are my hero, thank you very much, olly.";"you are my hero, thank you very much, olly.";"you are my hero, thank you very much, olly."
148;general;praise;"you have done it correctly thanks, olly.";"you have done it correctly thanks, olly.";"you have done it correctly thanks, olly."
519;general;praise;"ah that's nice one.";"ah that's nice one.";"ah that's nice one."
599;general;praise;"you rock, thank you very much, olly.";"you rock, thank you very much, olly.";"you rock, thank you very much, olly."
718;general;praise;"fantastic job, you did well.";"fantastic job, you did well.";"fantastic job, you did well."
658;general;praise;"that's good, thanks.";"that's good, thanks.";"that's good, thanks."
785;general;praise;"appreciate your answers, olly.";"appreciate your answers, olly.";"appreciate your answers, olly."
771;general;praise;"you are my star, thank you so much, olly.";"you are my star, thank you so much, olly.";"you are my star, thank you so much, olly."
409;general;praise;"that was cool, i appreciate it.";"that was cool, i appreciate it.";"that was cool, i appreciate it."
304;general;praise;"fantastic job, you've done well, olly.";"fantastic job, you've done well, olly.";"fantastic job, you've done well, olly."
615;general;praise;"great work, you did well, olly.";"great work, you did well, olly.";"great work, you did well, olly."
582;general;praise;"that is cool, thanks, olly.";"that is cool, thanks, olly.";"that is cool, thanks, olly."
5;general;praise;"thank you for the response, olly.";"thank you for the response, olly.";"thank you for the response, olly."
413;general;praise;"you've done it right.";"you've done it right.";"you've done it right."
524;general;praise;"well done, appreciated.";"well done, appreciated.";"well done, appreciated."
110;general;praise;"excellent work, you have done well.";"excellent work, you have done well.";"excellent work, you have done well."
776;general;praise;"awesome job, you did well.";"awesome job, you did well.";"awesome job, you did well."
280;general;praise;"it's great one, thank you very much.";"it's great one, thank you very much.";"it's great one, thank you very much."
635;general;praise;"it's helpful, appreciated.";"it's helpful, appreciated.";"it's helpful, appreciated."
577;general;praise;"you are my hero, thank you so much, olly.";"you are my hero, thank you so much, olly.";"you are my hero, thank you so much, olly."
569;general;praise;"that was helpful,.";"that was helpful,.";"that was helpful,."
239;general;praise;"thank you so much for the information.";"thank you so much for the information.";"thank you so much for the information."
24;general;praise;"thanks for doing that.";"thanks for doing that.";"thanks for doing that."
294;general;praise;"it was cool, thank you very much.";"it was cool, thank you very much.";"it was cool, thank you very much."
170;general;praise;"you are helpful, appreciated.";"you are helpful, appreciated.";"you are helpful, appreciated."
564;general;praise;"it's helpful, thank you very much.";"it's helpful, thank you very much.";"it's helpful, thank you very much."
8;general;praise;"awesome work, you've done well.";"awesome work, you've done well.";"awesome work, you've done well."
396;general;praise;"thank you so much for your helping.";"thank you so much for your helping.";"thank you so much for your helping."
473;general;praise;"that is nice work, thanks.";"that is nice work, thanks.";"that is nice work, thanks."
336;general;praise;"well done,.";"well done,.";"well done,."
674;general;praise;"amazing job, you have done well.";"amazing job, you have done well.";"amazing job, you have done well."
1;general;praise;"that's good one, thank you very much.";"that's good one, thank you very much.";"that's good one, thank you very much."
562;general;praise;"ah it was great one, olly.";"ah it was great one, olly.";"ah it was great one, olly."
547;general;praise;"it's good one, appreciated.";"it's good one, appreciated.";"it's good one, appreciated."
248;general;praise;"thank you for doing it, olly.";"thank you for doing it, olly.";"thank you for doing it, olly."
215;general;praise;"it was nice one, thanks.";"it was nice one, thanks.";"it was nice one, thanks."
673;general;praise;"thanks for your answers.";"thanks for your answers.";"thanks for your answers."
55;general;praise;"thank you very much, olly.";"thank you very much, olly.";"thank you very much, olly."
79;general;praise;"thanks for reminding me.";"thanks for reminding me.";"thanks for reminding me."
354;general;praise;"thanks for asssistance.";"thanks for asssistance.";"thanks for asssistance."
624;general;praise;"ah it's great work.";"ah it's great work.";"ah it's great work."
470;general;praise;"thank you very much for listening.";"thank you very much for listening.";"thank you very much for listening."
752;general;praise;"you are awesome, i appreciate it.";"you are awesome, i appreciate it.";"you are awesome, i appreciate it."
133;general;praise;"you've done that correctly thanks.";"you've done that correctly thanks.";"you've done that correctly thanks."
654;general;praise;"thank you so much for the help, olly.";"thank you so much for the help, olly.";"thank you so much for the help, olly."
226;general;praise;"you rock, musch appreciated.";"you rock, musch appreciated.";"you rock, musch appreciated."
677;general;praise;"it was good job, i appreciate it, olly.";"it was good job, i appreciate it, olly.";"it was good job, i appreciate it, olly."
363;general;praise;"appreciated, olly.";"appreciated, olly.";"appreciated, olly."
774;general;praise;"ah it's awesome, olly.";"ah it's awesome, olly.";"ah it's awesome, olly."
256;general;praise;"thanks for the response, olly.";"thanks for the response, olly.";"thanks for the response, olly."
299;general;praise;"that is helpful, thanks.";"that is helpful, thanks.";"that is helpful, thanks."
692;general;praise;"oh it's nice one.";"oh it's nice one.";"oh it's nice one."
343;general;praise;"you have done it right musch appreciated, olly.";"you have done it right musch appreciated, olly.";"you have done it right musch appreciated, olly."
443;general;praise;"it's perfect job, musch appreciated, olly.";"it's perfect job, musch appreciated, olly.";"it's perfect job, musch appreciated, olly."
17;general;praise;"you are star, thank you.";"you are star, thank you.";"you are star, thank you."
32;general;praise;"that's good one, olly.";"that's good one, olly.";"that's good one, olly."
98;general;praise;"you are smart.";"you are smart.";"you are smart."
370;general;praise;"it was good one, thank you very much.";"it was good one, thank you very much.";"it was good one, thank you very much."
186;general;praise;"that's useful, thank you so much, olly.";"that's useful, thank you so much, olly.";"that's useful, thank you so much, olly."
679;general;praise;"you are the best,.";"you are the best,.";"you are the best,."
212;general;praise;"oh it is nice one, olly.";"oh it is nice one, olly.";"oh it is nice one, olly."
588;general;praise;"that is cool, musch appreciated.";"that is cool, musch appreciated.";"that is cool, musch appreciated."
542;general;praise;"ah that is great one.";"ah that is great one.";"ah that is great one."
445;general;praise;"it's useful, thank you so much.";"it's useful, thank you so much.";"it's useful, thank you so much."
425;general;praise;"that's useful, thank you.";"that's useful, thank you.";"that's useful, thank you."
567;general;praise;"that's cool,.";"that's cool,.";"that's cool,."
