answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
14623;qa;factoid;"what year what the eiffel tower built";"what year what the eiffel tower built";"what year what the Eiffel tower built"
26220;qa;factoid;"when does the [event_name : super bowl] officially start";"when does the super bowl officially start";"When does the super bowl officially start?"
14210;qa;factoid;"how many months in a year";"how many months in a year";"How many months in a year?"
19141;qa;factoid;"how many pages long is harry potter";"how many pages long is harry potter";"how many pages long is harry potter"
16917;qa;factoid;"where do cows come from";"where do cows come from";"PDA, where do cows come from?"
24655;qa;factoid;"where is [place_name : italy]";"where is italy";"where is contry x"
24232;qa;factoid;"give me the birth date of [person : mahatma gandhi]";"give me the birth date of mahatma gandhi";"Give me the birth date of Mahatma Gandhi"
23294;qa;factoid;"which continent has highest growth of cotton and what is average production";"which continent has highest growth of cotton and what is average production";"which continent has highest growth of cotton and what is avg. production"
9187;qa;factoid;"when is [artist_name : shakira's] [event_name : birthday]";"when is shakira's birthday";"When is Shakira's birthday?"
21020;qa;factoid;"please tell me about the historic facts about [place_name : india]";"please tell me about the historic facts about india";"PLEAE TELL ME ABOUT THE HISTORIC FACTS ABOUT INDIA"
26968;qa;factoid;"how old is [person : emma watson] newest boyfriend";"how old is emma watson newest boyfriend";"how old is Emma Watson newest boyfriend?"
24146;qa;factoid;"who assassinated [person : lincoln]";"who assassinated lincoln";"who assassinated lincoln"
26389;qa;factoid;"tell me when will indians economy touch that of americas";"tell me when will indians economy touch that of americas";"Tell me when will indias economy touch that of Americas."
26988;qa;factoid;"info on [person : lisa ann] please";"info on lisa ann please";"info on lisa ann please"
8075;qa;factoid;"calculate distance from [place_name : boston] to [place_name : new york]";"calculate distance from boston to new york";"Calculate distance from Boston to New York"
20240;qa;factoid;"what year did [person : george clooney] start acting";"what year did george clooney start acting";"What year did George Clooney start acting?"
12876;qa;factoid;"tell me who will win the next presidential election";"tell me who will win the next presidential election";"Tell me who will win the next presidential election."
19057;qa;factoid;"what is the capital of new hampshire";"what is the capital of new hampshire";"what is the capital of new hampshire?"
7056;qa;factoid;"name the capital of [place_name : nigeria]";"name the capital of nigeria";"Name the capital of Nigeria?"
