answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
23699;play;game;"play for me the game [game_name : temple run]";"play for me the game temple run";"Play for me the Game Temple Run"
27087;play;game;"i want to play [game_name : solitare] with you";"i want to play solitare with you";"I want to play solitare with you."
26140;play;game;"can we play [game_name : twenty questions]";"can we play twenty questions";"Can we play Twenty Questions?"
22479;play;game;"give me a company for playing [game_name : football]";"give me a company for playing football";"Give me a company for playing football"
25708;play;game;"my games to play in my phones";"my games to play in my phones";"MY GAMES TO PLAY IN MY PHONES"
22915;play;game;"let's play";"let's play";"Let's play"
26378;play;game;"play [game_name : tennis] for me";"play tennis for me";"Play Tennis for me"
23617;play;game;"lets play [game_name : poker]";"lets play poker";"Lets play poker."
18282;play;game;"anyone for [game_name : tennis]";"anyone for tennis";"Anyone for tennis?"
25350;play;game;"play [game_name : pong] against me";"play pong against me";"play pong against me"
18784;play;game;"play [game_name : solitaire]";"play solitaire";"Play Solitaire"
24830;play;game;"we should play [game_name : nfs] at high speed";"we should play nfs at high speed";"we should play nfs at high speed"
15962;play;game;"can we play a game of [game_name : hangman]";"can we play a game of hangman";"Can we play a game of hangman?"
26019;play;game;"do you want to play [game_name : monopoly] with me";"do you want to play monopoly with me";"Do you want to play Monopoly with me?"
24192;play;game;"bring up [game_name : papa pear saga]";"bring up papa pear saga";"bring up papa pear saga"
22149;play;game;"play [game_name : checkers] with me";"play checkers with me";"play checkers with me"
22475;play;game;"fight me in [game_name : street fighter]";"fight me in street fighter";"Fight me in Street Fighter"
26251;play;game;"[game_name : paper scissors or stone]";"paper scissors or stone";"Paper, scissors or stone?"
21264;play;game;"start [game_name : poker] game with me";"start poker game with me";"Start poker game with me."
