answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
9538;email;querycontact;"what is [person : sarah's] [personal_info : number]";"what is sarah's number";"What is Sarah's number?"
17854;email;querycontact;"can you give me details on [person : john]";"can you give me details on john";"Can you give me details on John?"
22876;email;querycontact;"have you responded my [event_name : phone calls]";"have you responded my phone calls";"have you responded my phone calls"
8255;email;querycontact;"what is [person : jeff's] [personal_info : number]";"what is jeff's number";"what is jeff's number"
2901;email;querycontact;"how many contacts are there named [person : john]";"how many contacts are there named john";"How many contacts are there named John."
8167;email;querycontact;"tell me the [personal_info : contact details] of my [relation : brother]";"tell me the contact details of my brother";"tell me the contact details of my brother"
20639;email;querycontact;"show [personal_info : mobile number] of [person : john]";"show mobile number of john";"show mobile number of john"
21556;email;querycontact;"does contact [person : mona] has an [personal_info : email] as well";"does contact mona has an email as well";"Does contact Mona has an email as well?"
6075;email;querycontact;"show [personal_info : number] and contact [personal_info : email] of [person : rehan]";"show number and contact email of rehan";"show number and contact email of Rehan, Olly"
3095;email;querycontact;"look up for the [personal_info : residential address] of my [relation : team leader]";"look up for the residential address of my team leader";"Look up for the residential address of my team leader."
18662;email;querycontact;"what is [relation : my wife's] [personal_info : email]";"what is my wife's email";"What is my wife's e-mail?"
6656;email;querycontact;"select the contact";"select the contact";"Select the contact"
13948;email;querycontact;"is this my [relation : sisters] [personal_info : cellphone number]";"is this my sisters cellphone number";"Is this my sisters cellphone number?"
8524;email;querycontact;"how [personal_info : old] is [person : mary s.]";"how old is mary s.";"How old is Mary S?"
12062;email;querycontact;"did [relation : mom] text me";"did mom text me";"Did mom text me?"
22998;email;querycontact;"please let me know where [person : david] is [personal_info : travelling]";"please let me know where david is travelling";"Please let me know where David is travelling"
4980;email;querycontact;"is [person : hayden] still [personal_info : living] on [place_name : turnpike lane]";"is hayden still living on turnpike lane";"Is Hayden still living on Turnpike Lane?"
4119;email;querycontact;"add [person : rebecca green] to my list of favorite contacts";"add rebecca green to my list of favorite contacts";"Add Rebecca Green to my list of favorite contacts"
6753;email;querycontact;"what is [person : jill's] [personal_info : home phone number]";"what is jill's home phone number";"What is Jill's home phone number?"
