answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
2575;alarm;set;"set an alarm for [time : nine am]";"set an alarm for nine am";"Set an alarm for 9 AM."
2793;alarm;set;"change alarm to start at [time : midnight]";"change alarm to start at midnight";"change alarm to start at"
23534;alarm;set;"alarm [time : ten am]";"alarm ten am";"Alarm 10 AM"
14139;alarm;set;"set an alarm for me for [date : tomorrow]";"set an alarm for me for tomorrow";"set an alarm for me for tomorrow"
645;alarm;set;"set an alarm for [time : twelve]";"set an alarm for twelve";"set an alarm for 12"
14216;alarm;set;"set a timer at [time : five am] [general_frequency : seven days a week]";"set a timer at five am seven days a week";"Set a timer at 5 Am 7 days a week"
10071;alarm;set;"i need to set an alarm for next [date : friday] at [timeofday : noon]";"i need to set an alarm for next friday at noon";"I need to set an alarm for next Friday at noon."
14289;alarm;set;"please sound an alarm [time : three hours] before a scheduled event";"please sound an alarm three hours before a scheduled event";"Please sound an alarm three hours before a scheduled event."
18375;alarm;set;"can you set an alarm for [time : seven am]";"can you set an alarm for seven am";"Can you set an alarm for 7 am?"
26831;alarm;set;"alert me at [time : ten am] please";"alert me at ten am please";"Olly, alert me at ten a.m., please."
5863;alarm;set;"set the alarm to [time : seven am] for [event_name : work]";"set the alarm to seven am for work";"Set the alarm to 7 am for work"
9054;alarm;set;"wake up time";"wake up time";"wake up time"
14919;alarm;set;"change my alarms to [time_zone : mountain] time";"change my alarms to mountain time";"Change my alarms to Mountain time"
18383;alarm;set;"set up each day an alarm at [time : ten] time for my [event_name : meal]";"set up each day an alarm at ten time for my meal";"Set up each <day>> at <time> for"
2882;alarm;set;"please set an alarm clock for my next [event_name : meeting] with [relation : the team] at [time : three pm] next [date : friday]";"please set an alarm clock for my next meeting with the team at three pm next friday";"please set an alarm clock for my next meeting with the team at 3 pm next friday"
22598;alarm;set;"set my alarm for [time : six am]";"set my alarm for six am";"Set my alarm for 6am"
11106;alarm;set;"set an alarm for this [time : eight hundred pm] [timeofday : this evening]";"set an alarm for this eight hundred pm this evening";"Set an alarm for this 8:00 PM this evening"
8159;alarm;set;"set alarm at [time : six thirty am]";"set alarm at six thirty am";"set alarm at 6:30 a.m"
2241;alarm;set;"make me a wake up alarm for [time : eight forty five am]";"make me a wake up alarm for eight forty five am";"make me a wake up alarm for 8:45am"
