answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
21162;play;audiobook;"i want to hear more [media_type : audiobook]";"i want to hear more audiobook";"I want to hear more audiobook"
22099;play;audiobook;"[player_setting : pause] [player_setting : resume]";"pause resume";"Pause/ resume"
16438;play;audiobook;"[player_setting : resume] my audio book from [audiobook_author : karl pilkington]";"resume my audio book from karl pilkington";"Resume my audio book from karl Pilkington"
26450;play;audiobook;"[media_type : book] please";"book please";"PDA, Book please"
16013;play;audiobook;"[player_setting : start playing] [audiobook_name : american gods] where i last stopped";"start playing american gods where i last stopped";"Start playing American Gods where I last stopped."
25220;play;audiobook;"play from my last session of [audiobook_name : joes book]";"play from my last session of joes book";"alexa play from my last session of joes book."
17476;play;audiobook;"open audio book [audiobook_name : history of rome]";"open audio book history of rome";"Open audio book history of Rome."
24813;play;audiobook;"[player_setting : start] [media_type : audiobook] [audiobook_name : the time traveller]";"start audiobook the time traveller";"Ok Google, start audiobook {title}"
19844;play;audiobook;"[player_setting : resume] [audiobook_name : animal farm]";"resume animal farm";"Resume Animal Farm."
24821;play;audiobook;"can you play [audiobook_name : file]";"can you play file";"can you play m3 file"
24369;play;audiobook;"[media_type : audio]";"audio";"audio"
25221;play;audiobook;"[player_setting : start] from my last session of [audiobook_name : joes book]";"start from my last session of joes book";"alexa start from my last session of joes book"
27351;play;audiobook;"play from this point from this [media_type : audiobook]";"play from this point from this audiobook";"PDA play from this point form this audiobook"
21457;play;audiobook;"[player_setting : resume] my [media_type : audiobook] where we paused last";"resume my audiobook where we paused last";"resume my audiobook where we paused last"
23343;play;audiobook;"[player_setting : resume] [audiobook_name : the last kingdom] for me";"resume the last kingdom for me";"Resume The Last Kingdom for me"
17478;play;audiobook;"[player_setting : end pause] on audio book [audiobook_name : history of rome]";"end pause on audio book history of rome";"End pause on audio book history of Rome"
15902;play;audiobook;"i want to finish listening to the book [time : one thousand nine hundred and eighty four] from where i left off";"i want to finish listening to the book one thousand nine hundred and eighty four from where i left off";"I want to finish listening to the book 1984 from where I left off."
17160;play;audiobook;"[player_setting : keep reading]";"keep reading";"keep reading"
16034;play;audiobook;"can you play my favorite audio book of [audiobook_name : tarzan]";"can you play my favorite audio book of tarzan";"Can you play my favorite audio book of Tarzan?"
