answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
2566;general;joke;"tell me [joke_type : random] joke";"tell me random joke";"Tell me random joke."
6320;general;joke;"find me a joke related to [joke_type : baseball]";"find me a joke related to baseball";"Find me a joke related to baseball."
3930;general;joke;"i need to be cheered up right now can you tell me a [joke_type : good] joke";"i need to be cheered up right now can you tell me a good joke";"I need to be cheered up right now. Can you tell me a good joke?"
19549;general;joke;"[date : today's] jokes";"today's jokes";"today's jokes"
16358;general;joke;"do you have a joke";"do you have a joke";"Do you have a joke?"
2568;general;joke;"what's your favorite joke";"what's your favorite joke";"What's your favorite joke?"
14156;general;joke;"look for a joke";"look for a joke";"look for a joke"
10694;general;joke;"do you know what a joke is";"do you know what a joke is";"Olly, do you know what a joke is?"
18585;general;joke;"i want a [joke_type : nerd] joke";"i want a nerd joke";"I want a nerd joke"
19556;general;joke;"what about this joke";"what about this joke";"what about this joke?"
17592;general;joke;"have any jokes";"have any jokes";"Have any jokes?"
9280;general;joke;"joke please";"joke please";"Joke please"
