answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
19732;music;likeness;"save this song in my favorites";"save this song in my favorites";"Save this song in my favorites."
12412;music;likeness;"please rate this song five stars please";"please rate this song five stars please";"Please rate this song <insert rating here>"
16543;music;likeness;"i like [music_genre : alt rock] music";"i like alt rock music";"I like alt rock music."
7767;music;likeness;"add song to [playlist_name : running] list";"add song to running list";"Add song to running list"
10814;music;likeness;"i like to be it";"i like to be it";"i like to be it"
10392;music;likeness;"add this channel to [app_name : pandora]";"add this channel to pandora";"PDA: Add this channel to Pandora"
14945;music;likeness;"this song should be on my playlist";"this song should be on my playlist";"This song should be on my playlist"
731;music;likeness;"i like it";"i like it";"I like it"
14133;music;likeness;"add this song to favorites playlist";"add this song to favorites playlist";"Add this song to favorites playlist."
5006;music;likeness;"i favorite singer is [artist_name : arijit singh] find his voice on radio";"i favorite singer is arijit singh find his voice on radio";"I FAVORITE SINGER IS ARIJIT SINGH, FIND HIS VOICE ON RADIO."
18253;music;likeness;"i really enjoy this song";"i really enjoy this song";"I really enjoy this song"
14823;music;likeness;"i'd like you to remember that i like this song";"i'd like you to remember that i like this song";"I'd like you to remember that I like this song."
18846;music;likeness;"what is in my favorites music folder";"what is in my favorites music folder";"What is in my favorites music folder?"
11524;music;likeness;"please save the current song to favorites";"please save the current song to favorites";"Alexa, please save the current song to favorites."
4468;music;likeness;"all i ever want to hear is [music_genre : rap]";"all i ever want to hear is rap";"All I ever want to hear is rap."
598;music;likeness;"the song you are playing is amazing";"the song you are playing is amazing";"The song you are playing is amazing"
12413;music;likeness;"please thumbs up this song";"please thumbs up this song";"Please thumbs up this song"
16632;music;likeness;"remember that this song is good but too slow to exercise to";"remember that this song is good but too slow to exercise to";"Remember that this song is good, but too slow to exercise to."
