answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
15834;social;post;"send a complaint to [business_name : sony] about this tv that quit working";"send a complaint to sony about this tv that quit working";"Send a complaint to Sony about this TV that quit working."
23878;social;post;"write complaint to [business_name : wallmart]";"write complaint to wallmart";"write complaint to wallmart"
23767;social;post;"please [media_type : tweet] about the problem i m facing with the product of company";"please tweet about the problem i m facing with the product of company";"please tweet about the problem I m facing with the product of company"
23192;social;post;"open [media_type : gallery] post video name";"open gallery post video name";"open gallery post video name"
26176;social;post;"complain to [business_name : amazon customer service] for me";"complain to amazon customer service for me";"Complain to Amazon customer service for me"
19016;social;post;"tell [business_name : comcast] i am still on hold";"tell comcast i am still on hold";"tell comcast I am still on hold"
26063;social;post;"[media_type : tweet] that there was an insect in the chocolate packet";"tweet that there was an insect in the chocolate packet";"tweet that there was an insect in the chocolate packet"
25201;social;post;"post new status";"post new status";"post new status"
26424;social;post;"lets send a [media_type : tweet]";"lets send a tweet";"PDA, Lets send a tweet"
18494;social;post;"i want to [media_type : tweet] a complaint on apples phone issues";"i want to tweet a complaint on apples phone issues";"I want to tweet a complaint on apples phone issues"
24883;social;post;"[media_type : tweet] to [business_name : ikea costumer service] the following i'm not happy with this new klm product";"tweet to ikea costumer service the following i'm not happy with this new klm product";"Tweet to Ikea costumer service the following, I'm not happy with this new KLM product"
22006;social;post;"[media_type : tweet] at [business_name : quote unquote]";"tweet at quote unquote";"Tweet at quote unquote"
23740;social;post;"[media_type : tweet] customer service not good for lpg service in my [media_type : twitter] account";"tweet customer service not good for lpg service in my twitter account";"Tweet 'customer service not good for LPG service' in my Twitter account"
27066;social;post;"comcast sucks put that on their [media_type : twitter] account";"comcast sucks put that on their twitter account";"Comcast sucks, put that on their twitter account."
25111;social;post;"[media_type : tweet] my complaint to [business_name : @nsa]";"tweet my complaint to @nsa";"PDA name: tweet my complaint to @nsa"
17734;social;post;"[media_type : tweet] terrible service";"tweet terrible service";"Tweet terrible service"
23256;social;post;"Hashtag loving this weather post to [media_type : twitter]";"Hashtag loving this weather post to twitter";"hashtag...loving this weather..post to twitter."
19049;social;post;"send a [media_type : tweet] to [business_name : apple] that their batteries drain too fast";"send a tweet to apple that their batteries drain too fast";"Send a tweet to Apple that their batteries drain too fast"
22168;social;post;"complain to [business_name : mcdonalds] [media_type : twitter] about my burger";"complain to mcdonalds twitter about my burger";"Complain to McDonalds twitter about my burger"
