answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
874;general;negate;"thanks but i think you don't understand this correctly.";"thanks but i think you don't understand this correctly.";"thanks but i think you don't understand this correctly."
864;general;negate;"sorry but i think you've got that not right.";"sorry but i think you've got that not right.";"sorry but i think you've got that not right."
658;general;negate;"i didn't say it.";"i didn't say it.";"i didn't say it."
913;general;negate;"shit, not right.";"shit, not right.";"shit, not right."
404;general;negate;"i think it is not correct response.";"i think it is not correct response.";"i think it is not correct response."
868;general;negate;"thanks but you have understood this wrongly.";"thanks but you have understood this wrongly.";"thanks but you have understood this wrongly."
556;general;negate;"wait, i think that's not the right answer.";"wait, i think that's not the right answer.";"wait, i think that's not the right answer."
138;general;negate;"that wasn't right.";"that wasn't right.";"that wasn't right."
75;general;negate;"oops, you're not correct.";"oops, you're not correct.";"oops, you're not correct."
660;general;negate;"wait, you did not interpret command right.";"wait, you did not interpret command right.";"wait, you did not interpret command right."
720;general;negate;"you have done a wrong thing.";"you have done a wrong thing.";"you have done a wrong thing."
249;general;negate;"wait, this is not the correct answer.";"wait, this is not the correct answer.";"wait, this is not the correct answer."
164;general;negate;"thanks but i think you do not get me.";"thanks but i think you do not get me.";"thanks but i think you do not get me."
57;general;negate;"no, this is not what i am looking for.";"no, this is not what i am looking for.";"no, this is not what i am looking for."
98;general;negate;"uhh no, incorrect command.";"uhh no, incorrect command.";"uhh no, incorrect command."
227;general;negate;"i think you don't get answer right.";"i think you don't get answer right.";"i think you don't get answer right."
118;general;negate;"i think you did a task all wrong.";"i think you did a task all wrong.";"i think you did a task all wrong."
871;general;negate;"uh no, you did not understand what i am searching for.";"uh no, you did not understand what i am searching for.";"uh no, you did not understand what i am searching for."
388;general;negate;"i am sorry but i think it was not the correct answer.";"i am sorry but i think it was not the correct answer.";"i am sorry but i think it was not the correct answer."
