answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
12907;iot;cleaning;"please activate my [device_type : vacuum] to clean the [house_place : living room]";"please activate my vacuum to clean the living room";"Please activate my vacuum to clean the living room?"
14490;iot;cleaning;"can you wake the [device_type : roomba] for the [house_place : kitchen]";"can you wake the roomba for the kitchen";"can you wake the roomba for the kitchen?"
11115;iot;cleaning;"please have [device_type : vacuum] go for [time : one hour]";"please have vacuum go for one hour";"please have vacuum go for 1 hoir."
6269;iot;cleaning;"activate the [device_type : vacuum]";"activate the vacuum";"Activate the vacuum"
15809;iot;cleaning;"clean the sofa with the [device_type : vacuum cleaner]";"clean the sofa with the vacuum cleaner";"Clean the sofa with the vacuum cleaner"
12585;iot;cleaning;"have the [device_type : vacuum cleaner] clean the [house_place : room]";"have the vacuum cleaner clean the room";"Have the 'vacuum cleaner' clean the room"
8235;iot;cleaning;"hurriedly activates my [device_type : robot vacuum cleaner]";"hurriedly activates my robot vacuum cleaner";"hurrily activates my robot vacuum cleaner."
2858;iot;cleaning;"begin [device_type : vacuum]";"begin vacuum";"begin vaccum"
4395;iot;cleaning;"remove dust with [device_type : vacuum cleaner]";"remove dust with vacuum cleaner";"remove dust with vacuum cleaner"
23464;iot;cleaning;"start [device_type : vacuum bot]";"start vacuum bot";"Start vacuum bot."
7093;iot;cleaning;"start my [device_type : robot vacuum cleaner] by [time : ten] to [time : eleven am] [general_frequency : daily]";"start my robot vacuum cleaner by ten to eleven am daily";"Start my robert vacuum cleaner by 10 to 11 am daily."
8024;iot;cleaning;"activate [device_type : vacuum cleaner]";"activate vacuum cleaner";"Activate vacuum cleaner"
14422;iot;cleaning;"turn on the [device_type : roomba]";"turn on the roomba";"turn on the roomba"
17126;iot;cleaning;"begin vacuum cleaning";"begin vacuum cleaning";"Begin vacuum cleaning"
4384;iot;cleaning;"please turn on my [device_type : vacuum cleaner]";"please turn on my vacuum cleaner";"Please turn on my vacuum cleaner"
4174;iot;cleaning;"how do you activate the [device_type : robot vacuum cleaner]";"how do you activate the robot vacuum cleaner";"How do you activate the robot vacuum cleaner?"
