answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
11283;qa;maths;"how do i get the answer to two plus two";"how do i get the answer to two plus two";"How do i get the answer to 2 plus 2?"
13295;qa;maths;"what is twelve divided by four";"what is twelve divided by four";"What is twelve divided by four?"
8209;qa;maths;"what is the answer to four plus four";"what is the answer to four plus four";"What is the answer to 4+4?"
6185;qa;maths;"can you take five and divide it by three";"can you take five and divide it by three";"Can you take 5 and divide it by 3?"
8211;qa;maths;"is the answer of five plus two seven";"is the answer of five plus two seven";"Is the answer of 5+2, 7?"
9812;qa;maths;"how much is one hundred and thirty six plus three hundred and eighty seven";"how much is one hundred and thirty six plus three hundred and eighty seven";"How much is 136 plus 387?"
20013;qa;maths;"whats was the value of x if x plus two equals five";"whats was the value of x if x plus two equals five";"whats was the value of x if x+2 = 5"
11282;qa;maths;"what is the answer to two plus two";"what is the answer to two plus two";"What is the answer to 2 plus 2?"
11707;qa;maths;"answer the equation eight times seven";"answer the equation eight times seven";"Olly, answer the equation 8x7"
14931;qa;maths;"subtract sixty from two hundred and forty four";"subtract sixty from two hundred and forty four";"Subtract 60 from 244"
10327;qa;maths;"what's two plus two";"what's two plus two";"PDA: What's 2 plus 2"
24271;qa;maths;"add five plus eighteen minus four please";"add five plus eighteen minus four please";"Add five plus eighteen minus four please."
null;qa;maths;"what is ten times ten";"what is ten times ten";"null"
13296;qa;maths;"tell me what the product of eighteen and thirty one is";"tell me what the product of eighteen and thirty one is";"Tell me what the product of eighteen and thirty-one is."
