answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
19795;qa;stock;"[business_name : honda] stock price";"honda stock price";"Honda stock price?"
26825;qa;stock;"what is the difference between [date : yesterday's] and [date : today's] stock prices for [business_name : walmart]";"what is the difference between yesterday's and today's stock prices for walmart";"What is the difference between yesterdays and todays stock prices for Walmart"
26340;qa;stock;"how much was [business_name : airtel] sold for sometime back";"how much was airtel sold for sometime back";"How much was airtel sold for sometime back?"
18297;qa;stock;"what's going on on wall street [date : this week]";"what's going on on wall street this week";"What's going on on Wall Street this week?"
18295;qa;stock;"look up stock prices for my mutual funds and account";"look up stock prices for my mutual funds and account";"Look up stock prices for my mutual funds and 401k account."
21346;qa;stock;"whats the stock price of [business_name : apple]";"whats the stock price of apple";"Olly, Whats the stock price of apple?"
21236;qa;stock;"[business_name : fb] stocks";"fb stocks";"fb stocks"
23242;qa;stock;"what is the price of [business_name : apple] stock [date : today]";"what is the price of apple stock today";"what is the price of apple stock today"
22482;qa;stock;"how high is the [business_name : s n. p]";"how high is the s n. p";"How high is the S&P?"
24362;qa;stock;"what is the current stock price of [business_name : rolls royce]";"what is the current stock price of rolls royce";"what is the current stock price of...."
22921;qa;stock;"what is [business_name : apple's] stock";"what is apple's stock";"What is Apple's stock"
22481;qa;stock;"what did the [business_name : s n. p] close out at";"what did the s n. p close out at";"What did the S&P close out at?"
20388;qa;stock;"what is the [business_name : netflix] stock price";"what is the netflix stock price";"What is the Netflix stock price."
2466;qa;stock;"how much rate will be calculated";"how much rate will be calculated";"how much rate will be calculated"
15918;qa;stock;"has my stock increased in value";"has my stock increased in value";"Has my stock increased in value?"
22164;qa;stock;"how much has [business_name : hp] stock gone up";"how much has hp stock gone up";"how much has hp stock gone up?"
22497;qa;stock;"today's closing price for [business_name : google]";"today's closing price for google";"today's closing price for GOOGL"
27363;qa;stock;"please check this companies stock";"please check this companies stock";"PDA please check this companies stock"
21277;qa;stock;"what is [business_name : starbuck's] stock worth";"what is starbuck's stock worth";"What is Starbuck's stock worth?"
