answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
2698;weather;query;"what's the [weather_descriptor : temperature]";"what's the temperature";"What's the temperature?"
4680;weather;query;"what will be the weather update for [date : monday] [timeofday : noon]";"what will be the weather update for monday noon";"what will be the weather update for monday noon"
22524;weather;query;"do i need [weather_descriptor : pants]";"do i need pants";"Do I need pants?"
9106;weather;query;"do i need a [weather_descriptor : rain coat] [date : today]";"do i need a rain coat today";"Do I need a raincoat today"
14151;weather;query;"weather forecast please";"weather forecast please";"Weather forecast please."
2109;weather;query;"check the weather app to see if";"check the weather app to see if";"check the weather app to see if"
24510;weather;query;"weather for the [date : next week] in [place_name : new york]";"weather for the next week in new york";"Weather for the next week in New York"
1546;weather;query;"how's the weather like in [place_name : beijing]";"how's the weather like in beijing";"How's the weather like in Beijing"
7926;weather;query;"what is the weather for the [date : school week]";"what is the weather for the school week";"What is the weather for the school week?"
1737;weather;query;"[weather_descriptor : sunny] in [place_name : oslo]";"sunny in oslo";"sunny in Oslo?"
null;weather;query;"Is it going to be [weather_descriptor : windy] on [date : Saturday] in [place_name : denver]";"Is it going to be windy on Saturday in denver";"null"
17544;weather;query;"will i need an [weather_descriptor : umbrella] [date : tomorrow]";"will i need an umbrella tomorrow";"Will I need an umbrella tomorrow?"
6853;weather;query;"when is the next time it will [weather_descriptor : rain]";"when is the next time it will rain";"When is the next time it will rain?"
17128;weather;query;"what's the weather [date : this week]";"what's the weather this week";"What's the weather this week?"
3806;weather;query;"whats the weather like right now in [place_name : new york]";"whats the weather like right now in new york";"whats the weather like right now in new york"
21682;weather;query;"what is the current weather conditions in [place_name : chicago illinois]";"what is the current weather conditions in chicago illinois";"PDA, What is the current weather conditions in Chicago Illinois?"
5114;weather;query;"get [date : today's] weather report";"get today's weather report";"get today's weather report"
10808;weather;query;"is it currently [weather_descriptor : raining]";"is it currently raining";"is it currently raining?"
3988;weather;query;"will the weather be [weather_descriptor : bad] on [date : Sunday]";"will the weather be bad on Sunday";"Will the weather be bad on Sunday?"
