answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
7938;datetime;query;"show me [place_name : boston's] current time";"show me boston's current time";"Show me Boston's current time"
7983;datetime;query;"what is the current date time group";"what is the current date time group";"What is the current date time group?"
23681;datetime;query;"display date";"display date";"display date"
21765;datetime;query;"what time is it in [place_name : denver]";"what time is it in denver";"what time is it in denver?"
10992;datetime;query;"what time is it in [place_name : akron]";"what time is it in akron";"What time is it in Akron?"
12507;datetime;query;"what day does [event_name : easter] fall on";"what day does easter fall on";"Cortana, what day does Easter fall on?"
22584;datetime;query;"do we have [date : thirty first] day on [date : this month]";"do we have thirty first day on this month";"do we have 31st day on this month?"
2091;datetime;query;"is it [date : Monday] [date : today]";"is it Monday today";"Is it monday today?"
17599;datetime;query;"hey what time is it in [place_name : london] now";"hey what time is it in london now";"Hey Olly what time is it in London now"
23772;datetime;query;"just let me know the current date [date : today]";"just let me know the current date today";"Just let me know the current date today"
9247;datetime;query;"on what date is [event_name : easter] this [time : year]";"on what date is easter this year";"On what date is Easter this year"
26283;datetime;query;"time in [place_name : chicago]";"time in chicago";"Time in Chicago"
9684;datetime;query;"may i know the time in [place_name : london]";"may i know the time in london";"may i know the time in london"
14049;datetime;query;"show me the date of [date : today]";"show me the date of today";"Show me the date of today"
3447;datetime;query;"what day of the month is it";"what day of the month is it";"what day of the month is it?"
2331;datetime;query;"what is the date and time";"what is the date and time";"What is the date and time?"
14218;datetime;query;"what time is it in [time_zone : mountain] time zone";"what time is it in mountain time zone";"What time is it in mountain time zone?"
19497;datetime;query;"would like to see the time zone";"would like to see the time zone";"Would like to see the time zone?"
15688;datetime;query;"show me what time it is";"show me what time it is";"Show me what time it is!"
