answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
132;general;affirm;"right response to command.";"right response to command.";"right response to command."
52;general;affirm;"yeap correct response.";"yeap correct response.";"yeap correct response."
125;general;affirm;"yeah you got your understanding perfectly.";"yeah you got your understanding perfectly.";"yeah you got your understanding perfectly."
92;general;affirm;"got it exactly.";"got it exactly.";"got it exactly."
62;general;affirm;"yeap great response.";"yeap great response.";"yeap great response."
308;general;affirm;"yeap the command was exact.";"yeap the command was exact.";"yeap the command was exact."
160;general;affirm;"you've got your understanding correcly.";"you've got your understanding correcly.";"you've got your understanding correcly."
486;general;affirm;"exact response to the command.";"exact response to the command.";"exact response to the command."
554;general;affirm;"yeah that is perfect.";"yeah that is perfect.";"yeah that is perfect."
21;general;affirm;"yeap you get your understanding exactly.";"yeap you get your understanding exactly.";"yeap you get your understanding exactly."
339;general;affirm;"excellent.";"excellent.";"excellent."
275;general;affirm;"you've understood my instructions exactly.";"you've understood my instructions exactly.";"you've understood my instructions exactly."
393;general;affirm;"yeap you have gotten the command perfectly.";"yeap you have gotten the command perfectly.";"yeap you have gotten the command perfectly."
511;general;affirm;"yeah wonderful.";"yeah wonderful.";"yeah wonderful."
348;general;affirm;"yes exact.";"yes exact.";"yes exact."
483;general;affirm;"yes amazing response.";"yes amazing response.";"yes amazing response."
539;general;affirm;"yeah that's great.";"yeah that's great.";"yeah that's great."
34;general;affirm;"yeap perfect response to the command.";"yeap perfect response to the command.";"yeap perfect response to the command."
204;general;affirm;"yes strongly agree.";"yes strongly agree.";"yes strongly agree."
