answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
24833;calendar;query;"[event_name : meeting] [date : july] calendar";"meeting july calendar";"Meeting july calender"
13872;calendar;query;"what day is the [event_name : meeting] on";"what day is the meeting on";"What day is the meeting on?"
16581;calendar;query;"which day [date : this week] do i have plans";"which day this week do i have plans";"Which day this week do I have plans?"
21004;calendar;query;"is calendar event true";"is calendar event true";"Is calendar event true?"
7236;calendar;query;"is there any events planned for the [time : next three months]";"is there any events planned for the next three months";"Is there any events planned for the next 3 months?"
21066;calendar;query;"tell me what is on my calendar for [date : tomorrow]";"tell me what is on my calendar for tomorrow";"Tell me what is on my calendar for [date : tomorrow]?"
20221;calendar;query;"where is the event [date : today]";"where is the event today";"where is the event today?"
9291;calendar;query;"list out my [event_name : meetings] [date : today]";"list out my meetings today";"List out my meetings today?"
7771;calendar;query;"search schedules for [date : this week]";"search schedules for this week";"search schedules for this week"
20884;calendar;query;"any upcoming events";"any upcoming events";"any upcoming events?"
13844;calendar;query;"do i have any off days [date : this week]";"do i have any off days this week";"Do I have any off days this week?"
24834;calendar;query;"[person : rahul] [event_name : marriage] reminder";"rahul marriage reminder";"Rahul marriage reminder"
13845;calendar;query;"when is the next [event_name : office meeting]";"when is the next office meeting";"When is the next office meeting?"
1281;calendar;query;"is there any event [date : today] in my calendar";"is there any event today in my calendar";"Is there any event today in my calendar?"
3108;calendar;query;"where am i supposed to be by this time [date : tomorrow]";"where am i supposed to be by this time tomorrow";"Where am I supposed to be by this time tomorrow?"
2742;calendar;query;"what events are [date : this week]";"what events are this week";"what events are this week"
19346;calendar;query;"i needed to prepare for a [event_name : meeting]";"i needed to prepare for a meeting";"I needed to prepare for a meeting."
19123;calendar;query;"when is my [event_name : doctor's appointment]";"when is my doctor's appointment";"When is my doctor's appointment"
10940;calendar;query;"events happening between [time : eight am] and [time : five pm] [date : today]";"events happening between eight am and five pm today";"events happening between 8am and 5pm today"
