answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
22648;takeaway;order;"order [food_type : pizza] for [order_type : delivery]";"order pizza for delivery";"Order pizza for delivery."
17986;takeaway;order;"call [business_name : pizza hut] and order a large [food_type : pan pizza with ham and mushrooms]";"call pizza hut and order a large pan pizza with ham and mushrooms";"Call Pizza Hut and order a large pan pizza with ham and mushrooms."
9383;takeaway;order;"[order_type : takeaway] [food_type : noodles] one pack";"takeaway noodles one pack";"Takeaway : Noodles 1 pack"
9956;takeaway;order;"open [order_type : takeout] menus";"open takeout menus";"Open takeout menus"
24738;takeaway;order;"please call [business_name : the golden fork] and tell them to [order_type : deliver] one portion of the [food_type : fish risotto]";"please call the golden fork and tell them to deliver one portion of the fish risotto";"Please call the Golden Fork and tell them to deliver one portion of the fish risotto"
7695;takeaway;order;"order me a [food_type : cheese burger] from [business_name : tommy's burgers]";"order me a cheese burger from tommy's burgers";"Order me a Cheese burger from Tommy's burgers"
4372;takeaway;order;"call [business_name : eastwind] and order [food_type : lomaine] [order_type : to go]";"call eastwind and order lomaine to go";"Call Eastwind and order lomaine to go."
10870;takeaway;order;"i would like to order [order_type : takeaway]";"i would like to order takeaway";"I would like to order takeaway."
15726;takeaway;order;"i am in need of some [food_type : pizza] what's the closest place that [order_type : delivers]";"i am in need of some pizza what's the closest place that delivers";"I am in need of some pizza, what's the closest place that delivers?"
2951;takeaway;order;"order two [food_type : hamburgers] for me";"order two hamburgers for me";"Order 2 hamburgers for me."
13969;takeaway;order;"please put in an order from [business_name : red thai fpr] [timeofday : this evening]";"please put in an order from red thai fpr this evening";"Please put in an order from Red Thai fpr this eveneing."
11335;takeaway;order;"order [food_type : pizza]";"order pizza";"order pizza"
5835;takeaway;order;"place a [order_type : takeaway] order for a [food_type : cheeseburger and fries] from [business_name : burger king]";"place a takeaway order for a cheeseburger and fries from burger king";"Place a takeaway order for a Cheeseburger and fries from Burger King."
23421;takeaway;order;"closest [business_name : chipotle]";"closest chipotle";"closest chipotle"
8490;takeaway;order;"call [business_name : peking garden]";"call peking garden";"Call Peking Garden"
22649;takeaway;order;"order [food_type : chinese] for [order_type : delivery]";"order chinese for delivery";"Order chinese for delivery."
12471;takeaway;order;"order from [business_name : dominos]";"order from dominos";"Order from Dominos"
9120;takeaway;order;"place order for usual [food_type : burritto] at [business_name : chipolte]";"place order for usual burritto at chipolte";"Place order for usual burritto at Chipolte"
3629;takeaway;order;"food order from [app_name : grubhub]";"food order from grubhub";"Food order from Grubhub"
