answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
14766;social;post;"bring up [media_type : facebook] and wish a happy [event_name : birthday] to the country [place_name : usa]";"bring up facebook and wish a happy birthday to the country usa";"Bring up Facebook and wish a Happy Birthday to the Country USA."
26935;social;post;"[media_type : tweet] [business_name : british airways] that my last flight from chicago to london was delayed";"tweet british airways that my last flight from chicago to london was delayed";"tweet british airways that my last flight from Chicago to London was delayed"
24863;social;post;"send report to [business_name : consumer service]";"send report to consumer service";"Send report to consumer service"
4002;social;post;"take me to the [media_type : huffington post] website";"take me to the huffington post website";"Take me to the Huffington Post website."
25294;social;post;"start complaint to [business_name : walmart]";"start complaint to walmart";"start complaint to walmart"
23297;social;post;"log a complaint about smart tv to [business_name : sony customer service]";"log a complaint about smart tv to sony customer service";"log a complaint about smart tv to sony customer service"
22350;social;post;"let [business_name : wendy's] know i hate them";"let wendy's know i hate them";"Let Wendy's know I hate them"
16703;social;post;"[media_type : tweet] my current location";"tweet my current location";"Tweet my current location."
18161;social;post;"customer service from [business_name : microsoft] never called me back";"customer service from microsoft never called me back";"Customer service from Microsoft never called me back"
26269;social;post;"fraud in weighing products";"fraud in weighing products";"Fraud in weighing products"
16126;social;post;"post the following as a status on [media_type : facebook]";"post the following as a status on facebook";"Post the following as a status on Facebook:"
16877;social;post;"complain about [business_name : walmart service]";"complain about walmart service";"Complain about Walmart service"
26772;social;post;"[media_type : tweet] bad day at [business_name : starbucks]";"tweet bad day at starbucks";"tweet bad day at Starbucks"
25015;social;post;"post this on my [media_type : facebook]";"post this on my facebook";"PDA name: post this on my facebook"
14319;social;post;"place [personal_info : family phone] on [media_type : instagram]";"place family phone on instagram";"Place family phone on instagram"
19987;social;post;"write a complaint to [business_name : best buy]";"write a complaint to best buy";"Write a complaint to Best Buy."
25759;social;post;"post a [media_type : facebook] status engaged";"post a facebook status engaged";"Post a Facebook status: Engaged!"
19111;social;post;"i would like to make a post on times [media_type : twitter]";"i would like to make a post on times twitter";"PDA, I would like to make a post on ****"
26525;social;post;"complaint on [business_name : service provider] on my [media_type : twitter]";"complaint on service provider on my twitter";"Complaint on service prover on my twitter"
