answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
12000;lists;remove;"take milk off my [list_name : grocery] list";"take milk off my grocery list";"take milk off my grocery list"
9498;lists;remove;"delete the item two from the list";"delete the item two from the list";"delete the item(computer) from the list"
2530;lists;remove;"remove a list of employees";"remove a list of employees";"Remove a list of employees."
12111;lists;remove;"take off this list";"take off this list";"Take off this list"
13705;lists;remove;"remove that from my list";"remove that from my list";"Remove that from my list."
10080;lists;remove;"delete that item from my list";"delete that item from my list";"PDA, delete that item from my list."
11084;lists;remove;"erase previous list";"erase previous list";"Erase previous list."
8543;lists;remove;"remove any kind of list";"remove any kind of list";"remove any kind of list."
14413;lists;remove;"remove [list_name : grocery] list please";"remove grocery list please";"Remove grocery list please."
698;lists;remove;"delete this list";"delete this list";"delete this list"
15931;lists;remove;"delete call newspaper from my [list_name : vacation list]";"delete call newspaper from my vacation list";"delete call newspaper from my vacation list"
1791;lists;remove;"delete bread from [list_name : shopping] list";"delete bread from shopping list";"delete bread from shopping list"
6032;lists;remove;"remove the second row from the list";"remove the second row from the list";"Remove the 2nd row from the list"
12782;lists;remove;"delete my list of [list_name : appointments] for [date : tomorrow]";"delete my list of appointments for tomorrow";"Delete my list of appointments for tomorrow"
12560;lists;remove;"can you remove my [list_name : to do] list";"can you remove my to do list";"Can you remove my to do list?"
11527;lists;remove;"open lists remove list";"open lists remove list";"Open lists. remove list"
12781;lists;remove;"find my [list_name : shopping] list and delete it";"find my shopping list and delete it";"Find my shopping list and delete it"
14515;lists;remove;"i want to cancel the recording i have on the [list_name : dvr] list for this [timeofday : morning]";"i want to cancel the recording i have on the dvr list for this morning";"I want to cancel the recording I have on the DVR list for this morning."
14900;lists;remove;"remove the last item";"remove the last item";"Remove the last item"
