answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
null;qa;maths;"what is the square of 4";"what is the square of 4";"null"
2998;qa;maths;"four plus five equals nine";"four plus five equals nine";"4+5=9"
12079;qa;maths;"whats ten percent off forty dollars";"whats ten percent off forty dollars";"Whats 10 percent  off 40 dollars"
14305;qa;maths;"what is twenty four times twenty four";"what is twenty four times twenty four";"what is 24 times 24"
25050;qa;maths;"divide seventy six in two parts";"divide seventy six in two parts";"divide 76 in two parts"
3823;qa;maths;"what is three times seven";"what is three times seven";"What is 3 times 7"
8081;qa;maths;"find me square root of forty nine";"find me square root of forty nine";"Find me square root of forty nine"
null;qa;maths;"what is fifty five minus two";"what is fifty five minus two";"null"
25919;qa;maths;"how much is twelve divided by four";"how much is twelve divided by four";"How much is 12 divided by 4?"
16656;qa;maths;"how many miles in five kilometers";"how many miles in five kilometers";"How many miles in 5 kilometers?"
11466;qa;maths;"what is twelve plus one hundred and ninety six";"what is twelve plus one hundred and ninety six";"What is 12 plus 196?"
18356;qa;maths;"can you help me find the answer to this question";"can you help me find the answer to this question";"can you help me find the answer to this question?"
5467;qa;maths;"what is the square root of forty two";"what is the square root of forty two";"What is the square root of 42?"
7359;qa;maths;"what is the answer to that question";"what is the answer to that question";"what is the answer to that question"
