answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
7867;iot;hue_lightdim;"lower the light [change_amount : to forty percent]";"lower the light to forty percent";"LOWER THE LIGHT TO 40 PERCENT"
3858;iot;hue_lightdim;"i want dimmer lights";"i want dimmer lights";"I want dimmer lights."
20227;iot;hue_lightdim;"please turn down the lights in the [house_place : living room]";"please turn down the lights in the living room";"Alexa, please turn down the lights in the living room."
3053;iot;hue_lightdim;"i want the lights less brighter";"i want the lights less brighter";"I want the lights less brighter"
5299;iot;hue_lightdim;"system please dim lights to [color_type : dull blue]";"system please dim lights to dull blue";"System, please dim lights to dull blue."
23685;iot;hue_lightdim;"switch light [change_amount : to lowest level] in [house_place : dining area]";"switch light to lowest level in dining area";"Switch light to lowest level in dining area"
9270;iot;hue_lightdim;"lower lights down";"lower lights down";"Alexa, lower lights down"
7702;iot;hue_lightdim;"its too bright in here";"its too bright in here";"Its too bright in here"
23487;iot;hue_lightdim;"lessen the the light glow";"lessen the the light glow";"lessen the the light glow"
21105;iot;hue_lightdim;"turn my lights down to a lower level of brightness";"turn my lights down to a lower level of brightness";"Turn my lights down to a lower level of brightness"
4086;iot;hue_lightdim;"dim the lights in the [house_place : living room]";"dim the lights in the living room";"Dim the lights in the living room."
12438;iot;hue_lightdim;"dim the lighting in my [house_place : living room]";"dim the lighting in my living room";"Dim the lighting in my living room"
