answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
313;general;commandstop;"i'd like you just cancel.";"i'd like you just cancel.";"i'd like you just cancel."
125;general;commandstop;"olly will you shut up please.";"olly will you shut up please.";"olly will you shut up please."
101;general;commandstop;"that's enough, stop it.";"that's enough, stop it.";"that's enough, stop it."
56;general;commandstop;"olly could you stop.";"olly could you stop.";"olly could you stop."
33;general;commandstop;"please will you shut up.";"please will you shut up.";"please will you shut up."
225;general;commandstop;"i want you just stop it.";"i want you just stop it.";"i want you just stop it."
312;general;commandstop;"would you just stop it please.";"would you just stop it please.";"would you just stop it please."
99;general;commandstop;"will you just stop please.";"will you just stop please.";"will you just stop please."
136;general;commandstop;"olly can you just stop it please.";"olly can you just stop it please.";"olly can you just stop it please."
239;general;commandstop;"will you shut down please.";"will you shut down please.";"will you shut down please."
198;general;commandstop;"olly please shut off.";"olly please shut off.";"olly please shut off."
46;general;commandstop;"olly stop please.";"olly stop please.";"olly stop please."
40;general;commandstop;"olly just stop please.";"olly just stop please.";"olly just stop please."
93;general;commandstop;"please could you shut off.";"please could you shut off.";"please could you shut off."
104;general;commandstop;"please will you shut down.";"please will you shut down.";"please will you shut down."
184;general;commandstop;"would you shut up.";"would you shut up.";"would you shut up."
96;general;commandstop;"olly i like you cancel it.";"olly i like you cancel it.";"olly i like you cancel it."
41;general;commandstop;"that's enough, just cancel.";"that's enough, just cancel.";"that's enough, just cancel."
289;general;commandstop;"please would you just cancel it.";"please would you just cancel it.";"please would you just cancel it."
