answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
6513;play;podcasts;"go to [podcast_descriptor : next episode]";"go to next episode";"Go to next episode."
1768;play;podcasts;"skip";"skip";"Skip"
27023;play;podcasts;"[player_setting : start] podcast from my favorites list";"start podcast from my favorites list";"Start podcast from my favorites list"
22395;play;podcasts;"[player_setting : start] [podcast_descriptor : next episode] playing";"start next episode playing";"Start next episode playing"
13324;play;podcasts;"please play the podcast from [podcast_name : happypeoplecom]";"please play the podcast from happypeoplecom";"Please play the podcast from happypeople.com."
14948;play;podcasts;"show me the [podcast_descriptor : top rated] podcasts";"show me the top rated podcasts";"Show me the top rated podacasts"
13742;play;podcasts;"find me a podcast on wrestling";"find me a podcast on wrestling";"Find me a podcast on wrestling."
2213;play;podcasts;"can you [player_setting : backward] an episode in the podcast";"can you backward an episode in the podcast";"Can you backward an episode in the podcast?"
19344;play;podcasts;"[player_setting : move] to [podcast_descriptor : next episode]";"move to next episode";"move to next episode"
14421;play;podcasts;"start podcast [podcast_name : mlb daily]";"start podcast mlb daily";"Start podcast, MLB daily."
14589;play;podcasts;"start podcasts on [podcast_name : nfl]";"start podcasts on nfl";"start podcasts on NFL"
27395;play;podcasts;"i want to hear this podcast";"i want to hear this podcast";"I want to hear this podcast"
8215;play;podcasts;"skip to [podcast_descriptor : next podcast]";"skip to next podcast";"Skip to next podcast"
2064;play;podcasts;"can you play the [podcast_descriptor : next podcast]";"can you play the next podcast";"Can you play the next podcast"
null;play;podcasts;"play the [podcast_descriptor : next episode] of the [podcast_name : BBC tech] podcast";"play the next episode of the BBC tech podcast";"null"
21897;play;podcasts;"please play [podcast_descriptor : forward episode] in [podcast_name : quantico]";"please play forward episode in quantico";"Plaease play forward episode in quantico."
13102;play;podcasts;"[radio_name : vitaly channel]";"vitaly channel";"Vitaly channel"
20715;play;podcasts;"podcast play";"podcast play";"podcast play"
10154;play;podcasts;"skip ahead to the next podcast";"skip ahead to the next podcast";"PDA: skip ahead to the next podcast"
