answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
5840;cooking;recipe;"how to make [food_type : sausage]";"how to make sausage";"how to make sausage PDA."
26963;cooking;recipe;"find easy recipe for [drink_type : almond milk]";"find easy recipe for almond milk";"Find easy recipe for almond milk"
3404;cooking;recipe;"what can i substitute [ingredient : butter] with";"what can i substitute butter with";"What can I substitute butter with?"
24433;cooking;recipe;"recipe please";"recipe please";"recipe please"
26619;cooking;recipe;"are there any cooking classes nearby my area";"are there any cooking classes nearby my area";"Are there any cooking classes nearby my area?"
7521;cooking;recipe;"use google to show me how to cook";"use google to show me how to cook";"use google to show me how to cook"
3559;cooking;recipe;"how do i [cooking_type : steam] [ingredient : rice]";"how do i steam rice";"How do I steam rice?"
7519;cooking;recipe;"give me recipes";"give me recipes";"give me recipes"
19513;cooking;recipe;"boiled";"boiled";"Boiled."
10261;cooking;recipe;"find me a recipe of [food_type : spaghetti]";"find me a recipe of spaghetti";"Find me a recipe of spaghetti"
711;cooking;recipe;"how do i [cooking_type : cook] [food_type : rice]";"how do i cook rice";"how do i cook rise"
9961;cooking;recipe;"how do i make [food_type : tuna casserole] from scratch";"how do i make tuna casserole from scratch";"How do I make Tuna Casserole from scratch?"
16605;cooking;recipe;"show me how to cook a recipe";"show me how to cook a recipe";"PDA, show me how to cook a recipe."
9239;cooking;recipe;"give me best cooking ideas";"give me best cooking ideas";"Give me best cooking ideas"
20431;cooking;recipe;"how long do i roast [food_type : chicken breasts]";"how long do i roast chicken breasts";"How long do I roast chicken breasts?"
20432;cooking;recipe;"give me a recipe for [food_type : lasagne]";"give me a recipe for lasagne";"Give me a recipe for lasagne"
21009;cooking;recipe;"search for the best [food_type : spagetti] recipe";"search for the best spagetti recipe";"Search for the best spagetti recipe"
6985;cooking;recipe;"i want to know the procedure of making [food_type : thanksgiving turkey] in five sentences";"i want to know the procedure of making thanksgiving turkey in five sentences";"I want to know the procedure of making thanksgiving Turkey in 5 sentences."
710;cooking;recipe;"tell me how to make [food_type : garlic bread]";"tell me how to make garlic bread";"tell me how to make garlic bread"
