answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
20850;alarm;set;"set a [alarm_type : continuous alarm] without the option to snooze for [time : seven am] please";"set a continuous alarm without the option to snooze for seven am please";"set a continuous alarm without the option to snooze for 7 am please"
21744;alarm;set;"make an alarm for the [event_name : meeting] with [person : bob] at [time : seven] [date : today]";"make an alarm for the meeting with bob at seven today";"make an alarm for the meeting with bob at 7 today"
9642;alarm;set;"please set an alarm for [date : tomorrows] [event_name : meeting] at [time : seven am]";"please set an alarm for tomorrows meeting at seven am";"please set an alarm for tomorrows meeting at 7:00 a.m."
19268;alarm;set;"set an alarm for [time : eight pm]";"set an alarm for eight pm";"Set an alarm for 8pm."
25074;alarm;set;"set my calendar for an alarm at [time : five pm] [date : tuesday]";"set my calendar for an alarm at five pm tuesday";"PDA name: set my calendar for an alarm at 5pm tuesday"
3785;alarm;set;"turn my [timeofday : morning] alarm on";"turn my morning alarm on";"turn my morning alarm on"
17927;alarm;set;"tell me when it is [time : five pm]";"tell me when it is five pm";"Tell me when it is 5PM"
null;alarm;set;"[time : two pm] set";"two pm set";"null"
9379;alarm;set;"set alarm for [time : six am] [date : tomorrow]";"set alarm for six am tomorrow";"Set alarm for 6:00 a.m. tomorrow."
13525;alarm;set;"set up an alarm clock at [time : one pm]";"set up an alarm clock at one pm";"set up an alarm clock at 1pm"
13129;alarm;set;"i need to get up at [time : seven am]";"i need to get up at seven am";"I need to get up at 7:00 am."
12112;alarm;set;"i need to get going at [time : eight am] [date : tomorrow] set up an alarm [time : thirty minutes before that]";"i need to get going at eight am tomorrow set up an alarm thirty minutes before that";"I need to get going at 8am tomorrow. Set up an alarm 30 minutes before that."
13005;alarm;set;"let me know when it is [time : ten]";"let me know when it is ten";"Let me know when it is 10:00."
13752;alarm;set;"create an alarm for [time : five pm]";"create an alarm for five pm";"Create an alarm for 5 pm."
21672;alarm;set;"set the alarm for [time : five am]";"set the alarm for five am";"Set the alarm for 5 AM"
7160;alarm;set;"set alarm of every [date : tuesday] of [date : march] month [timeofday : morning] [time : eight am]";"set alarm of every tuesday of march month morning eight am";"Set alarm of every Tuesday of march month morning 8 a. m."
8697;alarm;set;"repeat alarm";"repeat alarm";"repeat alarm"
18830;alarm;set;"please set the alarm for [time : seven]";"please set the alarm for seven";"Please set the alarm for"
7325;alarm;set;"wake me up at [time : six am]";"wake me up at six am";"wake me up at 6 am"
