answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
11650;calendar;query;"what's on my schedule [date : this week]";"what's on my schedule this week";"What's on my schedule this week?"
7235;calendar;query;"are there any events schedule for [date : this week]";"are there any events schedule for this week";"Are there any events schedule for this week?"
7162;calendar;query;"show me my reminders";"show me my reminders";"Show me my reminders."
17240;calendar;query;"My weekly plan";"My weekly plan";"My weekly plan"
1991;calendar;query;"show up the events for me [date : today]";"show up the events for me today";"show up the events for me today."
7220;calendar;query;"what are my plans for [date : today]";"what are my plans for today";"What are my plans for today?"
13523;calendar;query;"pawel prepare the [event_name : meeting] with [person : john]";"pawel prepare the meeting with john";"Pawel, prepare the meeting with XXX"
4681;calendar;query;"when is my next [event_name : appointment] with [person : dr smith]";"when is my next appointment with dr smith";"When is my next appointment with Dr. Smith?"
18871;calendar;query;"within the [time : past three months] how many [event_name : meetings] did i have with [person : mr richards]";"within the past three months how many meetings did i have with mr richards";"Within the past 3 months how many meeting did I have with Mr. Richards"
24530;calendar;query;"[event_name : meetings] from [time : twenty to twenty five june]";"meetings from twenty to twenty five june";"meetings from 20 to 25 june"
10149;calendar;query;"whats my schedule [date : today]";"whats my schedule today";"PDA, whats my schedule today"
20660;calendar;query;"show [date : todays] reminders";"show todays reminders";"show todays reminders"
3090;calendar;query;"make a list of all the [event_name : halloween] events going around in [place_name : new york]";"make a list of all the halloween events going around in new york";"Make a list of all the Halloween events going around in New York"
12690;calendar;query;"what is happening [date : this weekend]";"what is happening this weekend";"What is happening this weekend?"
24531;calendar;query;"[time : first week of march] [event_name : meetings]";"first week of march meetings";"first week of march meetings"
26816;calendar;query;"are there any events on my calendar for [date : this week]";"are there any events on my calendar for this week";"Olly, are there any events on my calendar for this week?"
11748;calendar;query;"please tell me what day this event reminder is set for";"please tell me what day this event reminder is set for";"Please tell me what day this event reminder is set for."
7102;calendar;query;"please show [date : today] meting with [relation : clients]";"please show today meting with clients";"Please show today meting with clients"
9184;calendar;query;"do i have any pending reminder";"do i have any pending reminder";"Do I have any pending reminder"
9869;calendar;query;"can you pull up the latest time so i won't be late for my [event_name : appointment]";"can you pull up the latest time so i won't be late for my appointment";"Can you pull up the latest time so I won't be late for my appointment?"
11752;calendar;query;"what do i have next to do";"what do i have next to do";"Olly, what do I have next to do"
12416;calendar;query;"do i have a date for [timeofday : tonight]";"do i have a date for tonight";"Do i have a date for tonight ?"
17228;calendar;query;"tell me if there are any events from [time : three to five]";"tell me if there are any events from three to five";"Tell me if there are any events from three to five"
