answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
3699;social;query;"let me know what [person : maria] has put on her [media_type : facebook] over the [time : weekend]";"let me know what maria has put on her facebook over the weekend";"Let me know what Maria has put on her FB over the weekend"
12976;social;query;"what's the latest in my social media";"what's the latest in my social media";"What's the latest in my social media"
10212;social;query;"[media_type : myspace]";"myspace";"Myspace"
3958;social;query;"did anybody post on [media_type : facebook] [date : today]";"did anybody post on facebook today";"Did anybody post on Facebook today?"
22838;social;query;"hi what is the hot topic in [media_type : facebook]";"hi what is the hot topic in facebook";"Hi, What is the hot topic in facebook ."
9674;social;query;"please let me know what's happening to my social media";"please let me know what's happening to my social media";"Please let me know what's happening to my social media?"
7029;social;query;"my [media_type : facebook] update in [general_frequency : every three hour] should be available";"my facebook update in every three hour should be available";"My Facebook update in every 3 hour should be available."
9601;social;query;"what's new on social media";"what's new on social media";"What's new on social media?"
6370;social;query;"new friends request details";"new friends request details";"New Friends Request Details"
26592;social;query;"is [person : trump] [media_type : tweeting] [date : today]";"is trump tweeting today";"Is Trump tweeting today?"
14020;social;query;"what's going on on [media_type : fb]";"what's going on on fb";"whats going on on fb"
11960;social;query;"i heard [person : ale] just got married can you please show me the wedding pictures on their [media_type : instagram]";"i heard ale just got married can you please show me the wedding pictures on their instagram";"I heard Alex just got married. Can you please show me the wedding pictures on their instagram?"
7998;social;query;"what's new in [media_type : facebook]";"what's new in facebook";"What's new in facebook"
6372;social;query;"live show reminders";"live show reminders";"Live Show reminders"
11362;social;query;"what did [person : jeff] post on the yard sale page";"what did jeff post on the yard sale page";"What did Jeff post on the yard sale page?"
12978;social;query;"what's happening in my social media";"what's happening in my social media";"What's happening in my social media"
18118;social;query;"did [person : tracy] update her [media_type : facebook] status [date : today]";"did tracy update her facebook status today";"Did Tracy update her Facebook status today?"
11007;social;query;"has [person : derek] logged into [media_type : facebook] [date : today]";"has derek logged into facebook today";"Has Derek logged into Facebook today?"
8648;social;query;"show me a list of places where my [relation : relatives] have been based on their photos";"show me a list of places where my relatives have been based on their photos";"Show me a list of places where my relatives have been based on their photos"
13359;social;query;"check [media_type : instagram]";"check instagram";"Check instagram."
22839;social;query;"hi what kind of pictures you uploaded in [media_type : pinterest]";"hi what kind of pictures you uploaded in pinterest";"Hi, what kind of pictures you uploaded in Pinterest"
